Date,PFC-EQ O,PFC-EQ H,PFC-EQ L,PFC-EQ C,PFC-EQ V
15/10/2012,104,104.08,101.65,102.83,3337870
12/10/2012,104.03,106.35,100,104.03,9073110
11/10/2012,100.45,104.62,99.08,103.97,8247874
10/10/2012,100.92,102.38,99.3,100.12,8528792
09/10/2012,97.75,101.62,95.92,101.17,8960454
08/10/2012,98.25,100.4,96.88,97.75,8170348
05/10/2012,98.5,99.08,94.33,97.95,4838502
04/10/2012,98.9,99.92,96.62,98.08,6945724
03/10/2012,93.8,98.5,93.35,97.97,8508372
01/10/2012,94.47,94.8,92.53,93.8,4715510
28/09/2012,95.75,97.7,94.12,94.47,9385210
27/09/2012,94.35,95.95,93.05,94.92,11693268
26/09/2012,99.3,99.3,93.55,94.3,9843836
25/09/2012,102.62,103.17,97.78,98.88,14205998
24/09/2012,98.5,101.95,97.7,99.97,11562082
21/09/2012,99.97,100.85,96.03,97.2,15087808
20/09/2012,98.5,99.45,93.05,97.97,17760280
18/09/2012,91.45,98.97,90.67,97.72,20436800
17/09/2012,83.97,91.5,83.97,90.67,11517658
14/09/2012,81.08,83.95,81.08,83.25,6250484
13/09/2012,80.5,81.2,79.35,80.17,2766504
12/09/2012,82.35,82.38,79.25,80.22,3394998
11/09/2012,81.5,82.45,81,81.7,2802600
10/09/2012,80.5,82.2,80.1,81.88,3185656
07/09/2012,78.28,80.65,78.25,80.3,4000222
06/09/2012,78.05,78.6,76.58,77.25,5334408
05/09/2012,80,80,77.78,78.05,4329002
04/09/2012,78,80.97,77.62,80.7,3267988
03/09/2012,80.25,81.72,77.62,78.15,5178828
31/08/2012,77.28,80.95,77.1,80.15,6584438
30/08/2012,76.3,79.1,76,78.47,7243042
29/08/2012,80.65,81.05,77.12,77.97,4728682
28/08/2012,84.35,84.58,78.75,80.22,6757370
27/08/2012,85.3,86.58,83.8,84.58,4148524
24/08/2012,86.88,87.85,84.85,85.25,5633096
23/08/2012,90.83,91.8,87.85,88.17,4214516
22/08/2012,92,93.15,90.78,91.03,4304090
21/08/2012,94.4,94.4,91.53,92.1,3119874
17/08/2012,92.92,94.85,92.3,93.72,5440932
16/08/2012,93,94.85,92.3,92.8,6809938
14/08/2012,93.12,93.33,91.15,92.42,4192664
13/08/2012,91.53,93.35,90.85,92.67,3028026
10/08/2012,95.75,96.9,90.85,91.42,9663174
09/08/2012,94.9,97.17,94.1,95.65,9606326
08/08/2012,93,95.2,92.55,93.05,5674326
07/08/2012,91.5,93.17,91.2,92.78,4764836
06/08/2012,88.65,91.17,88.42,90.83,4546766
03/08/2012,89.85,89.85,87.38,87.85,2659354
02/08/2012,90.5,91.2,88.67,90.3,4306444
01/08/2012,86.92,90.9,86.4,89.65,6477680
31/07/2012,87.83,87.85,85.42,86.58,2573150
30/07/2012,86.65,87.9,86.2,87.33,3326972
27/07/2012,86.72,88.28,85.3,85.95,2703290
26/07/2012,88.05,88.05,85.05,85.67,3157924
25/07/2012,86.47,88.28,86.33,87.75,6183924
24/07/2012,84.85,87.3,83.88,86.9,2952202
23/07/2012,90,90,84.05,84.53,4158428
20/07/2012,88.1,89.08,86.03,86.78,6911302
19/07/2012,92.25,92.3,88.67,89.03,5387832
18/07/2012,92.55,92.83,89.85,90.5,4791118
17/07/2012,92.7,93.6,91.88,92.33,3623552
16/07/2012,93,93.25,90.55,92.1,2378162
13/07/2012,91.55,92.92,91.03,92.55,3234532
12/07/2012,92,92.88,91.05,92,3490582
11/07/2012,94,94.83,92.25,92.47,3486572
10/07/2012,92,94.95,92,94.35,4134550
09/07/2012,93.62,94,90.92,92.42,4021370
06/07/2012,94.45,98,92,93.55,8114458
05/07/2012,90.2,93.53,89.5,92.85,5238686
04/07/2012,88.9,90.75,87.55,90.15,4483928
03/07/2012,89.3,90.9,88.3,88.62,4234766
02/07/2012,89.7,89.97,87.67,88.83,3782490
29/06/2012,87.55,89.97,87.35,89.38,5453936
28/06/2012,87.25,87.97,85.5,86.08,4375128
27/06/2012,83.55,87.5,83.45,86.83,7248416
26/06/2012,82.45,83.5,79.1,82.5,2540376
25/06/2012,83.75,84.58,81.62,81.97,1977252
22/06/2012,83.6,83.6,80.55,83.03,4494388
21/06/2012,80.25,84.17,80.25,83.62,4374220
20/06/2012,80.5,82.15,80.1,81.62,3028592
19/06/2012,79.6,80.7,78,80.22,3982330
18/06/2012,85.45,88.03,79.85,80.15,4994256
15/06/2012,81.47,84.7,81.47,84.15,6510628
14/06/2012,84.47,85.78,80.5,80.97,7224926
13/06/2012,81.3,85.4,81,84.9,10699632
12/06/2012,78.08,81.75,77.97,80.97,6034330
11/06/2012,78.47,80.4,78.05,78.97,7624242
08/06/2012,76.53,77.7,75.95,77.2,3206868
07/06/2012,76.35,78.25,75.5,77.83,6233586
06/06/2012,72.83,75.95,72.83,75.45,10583864
05/06/2012,74.17,74.55,72.45,72.83,5051422
04/06/2012,72.5,74.25,72.47,73.58,3241380
01/06/2012,74.15,74.88,72.65,74.03,3313722
31/05/2012,75,75.1,73.03,74.45,6151372
30/05/2012,74.5,75.75,73.35,74.55,3653844
29/05/2012,75.6,76,74.78,75.05,2266054
28/05/2012,75.15,75.72,74.75,75.47,3087404
25/05/2012,74.17,75.45,73,74.85,3314252
24/05/2012,74.78,74.97,71.65,74.17,5313722
23/05/2012,74.05,75.12,72.5,74.17,4131966
22/05/2012,75.45,77,74.08,74.38,11972448
21/05/2012,72.75,74.95,72.75,74,5154674
18/05/2012,71.67,73.2,70.78,72.83,3376384
17/05/2012,71.33,74.1,71.2,73.12,6113296
16/05/2012,71.1,72.12,69.38,70.3,6338702
15/05/2012,70.08,73.5,69.42,73.28,5107586
14/05/2012,80.2,80.2,69.75,70.7,7996376
11/05/2012,72.5,74.65,70.75,72.78,6407378
10/05/2012,73.7,75.4,72.3,72.62,7668370
09/05/2012,73.25,75.33,72.3,73.22,7881358
08/05/2012,76,78.9,72.65,74.4,8603744
07/05/2012,76.17,76.97,72.05,75.05,17516496
04/05/2012,79.38,80.8,76.53,77.45,6651640
03/05/2012,82,82.83,79.5,79.88,4145574
02/05/2012,85.3,85.7,81.55,82.28,9174552
30/04/2012,85.75,87.42,84,85.08,3908848
27/04/2012,87,88.8,83.95,84.4,5522956
26/04/2012,88.03,89.95,86.6,87.33,6211988
25/04/2012,92.67,93.17,86.03,87.72,7829754
24/04/2012,90.55,94,90.55,92.08,3631552
23/04/2012,93.35,95.22,90.5,92.88,6437244
20/04/2012,95.88,96.5,92.5,93.15,4888086
19/04/2012,97,97.03,95.03,96.15,3097060
18/04/2012,96.75,98.85,96.3,96.67,7186306
17/04/2012,92.5,97.2,91.3,96.42,8589326
16/04/2012,91.33,93.17,90.75,92.5,2800142
13/04/2012,93.92,95.38,91.5,91.92,5308220
12/04/2012,93,95.15,92.55,93.35,5473716
11/04/2012,92.38,94.4,91.3,92.55,6561712
10/04/2012,94.38,96.4,92.6,93.55,5674886
09/04/2012,97,97.7,93.5,93.88,3187598
04/04/2012,97.22,98.45,96.05,97.95,4391772
03/04/2012,97.08,98.95,95.97,97.45,6237656
02/04/2012,92.85,97.25,92.5,96.88,7311816
30/03/2012,88.17,92.67,87.6,92.28,15570070
29/03/2012,86,89.05,83.75,87.9,8279224
28/03/2012,90.17,90.58,85.2,85.92,6825712
27/03/2012,91.5,92.58,88.33,90.33,4920208
26/03/2012,93,93.47,90.05,90.62,3951592
23/03/2012,92.42,94.45,90.75,92.55,8263524
22/03/2012,97.9,97.9,91.75,92.22,5683864
21/03/2012,92.05,97.97,92.05,97.58,6198904
20/03/2012,92,94.97,90.7,92.38,6219636
19/03/2012,94.33,96.2,91.33,91.83,5950090
16/03/2012,97.25,99.75,92.6,94.08,7607568
15/03/2012,101.5,101.7,94.08,96.83,9096090
14/03/2012,100.83,103.12,100.35,101.7,7416390
13/03/2012,101.38,102.25,99.1,99.53,7401212
12/03/2012,97.42,101.22,97.25,100.62,7585162
09/03/2012,91,97.45,91,96.92,6837054
07/03/2012,93.5,93.95,88.22,90.55,8859908
06/03/2012,92.83,98.35,86,93.85,10219942
05/03/2012,95.15,96.9,92.53,93.1,2724894
02/03/2012,99.95,100.1,95.58,96.17,4369584
01/03/2012,99,102.5,97.15,98.17,5809908
29/02/2012,98.17,100.75,96.85,99.53,5356242
28/02/2012,92.42,97.95,92.42,97.2,7172360
27/02/2012,96.03,96.4,90.55,92.17,7366292
24/02/2012,99.38,100.7,95.1,95.83,5491746
23/02/2012,101,102.17,97.8,99.05,6789264
22/02/2012,107.5,108.4,99.47,100.75,14677916
21/02/2012,110,111.35,105.62,107,12244930
17/02/2012,107,112.35,106.15,110.45,20538806
16/02/2012,104.2,107.2,102.08,106.67,15147458
15/02/2012,102.2,104.3,99.2,102.08,11681336
14/02/2012,99.5,103.22,98.67,101.05,7965840
13/02/2012,97.28,99.72,94.5,98.95,4863156
10/02/2012,100.83,101.17,96.3,96.9,6415874
09/02/2012,92.75,101.75,92.75,100.72,10449302
08/02/2012,94.4,95.8,92.08,94.05,5133986
07/02/2012,98.5,99.25,93.65,94.65,6514984
06/02/2012,93.88,98.97,93.88,98.25,14123620
03/02/2012,90,93.97,89.53,93.38,6250462
02/02/2012,92.42,94.45,89.6,90.85,7446860
01/02/2012,85,92.75,84.6,92.05,7918906
31/01/2012,81.67,85.7,81.35,84.95,3869786
30/01/2012,83.5,85.17,80.72,81.05,4953992
27/01/2012,85.17,88.4,82.83,84.05,7619640
25/01/2012,81.65,86.35,81.05,84.75,6080178
24/01/2012,77.85,82.1,77.35,81.6,6519560
23/01/2012,80.5,82.15,77.22,77.53,6101680
20/01/2012,82,83.7,79.7,81.08,10021452
19/01/2012,76.85,81.95,76.85,81.58,10234688
18/01/2012,76.45,79.45,75.5,76.05,7348528
17/01/2012,75.5,77.35,75.2,76.25,4218394
16/01/2012,76.65,78.7,74.5,75.1,4324596
13/01/2012,77,78.2,75.3,76.9,3172774
12/01/2012,75.42,78.12,74.53,76.6,4421262
11/01/2012,74.17,76.67,73.35,75.15,4033886
10/01/2012,72.42,74.97,72.4,73.9,3050216
09/01/2012,72.5,73.25,71.25,72.12,2160002
06/01/2012,74,74.4,71.85,72.42,3647646
05/01/2012,72.47,75.15,72.35,74.58,4753828
04/01/2012,72.05,74.45,71.5,72.4,4714580
03/01/2012,69,71.8,68.55,71.55,3931162
02/01/2012,69.5,69.88,66.9,68.03,3299668
30/12/2011,66.55,69.88,66.55,69.08,11714998
29/12/2011,67.5,67.9,65.53,66,19487120
28/12/2011,67.75,68.25,65.7,67.8,4294676
27/12/2011,67.5,69.2,67.3,68.22,2793252
26/12/2011,65.88,68.67,65.88,67.5,3546878
23/12/2011,70.8,71.62,66.12,66.53,12376344
22/12/2011,71.05,71.28,66.8,70.05,7896314
21/12/2011,72,72.5,69.67,71.83,3509884
20/12/2011,71.35,71.8,68.75,69.62,5339534
19/12/2011,74.5,74.7,70,70.95,6790460
16/12/2011,78.78,81.45,74.65,75.33,10849366
15/12/2011,75,78.65,73.8,78.15,4717024
14/12/2011,76.47,78.78,74.88,75.38,5021772
13/12/2011,74.5,77.42,73.45,76.83,7425578
12/12/2011,82.17,82.42,73.92,74.6,13019288
09/12/2011,81,83.75,80.75,81.22,5851628
08/12/2011,86.2,87.95,82.25,82.88,6380648
07/12/2011,89.47,89.47,86.03,86.47,5962626
05/12/2011,85,91.83,85,88.67,10442258
02/12/2011,84.72,91,84,90.22,12143244
01/12/2011,82.5,85.45,81.88,84.7,10439200
30/11/2011,82.2,83.35,79.58,80.92,47126716
29/11/2011,84.88,86,80.85,82.25,11600820
28/11/2011,81.85,85.2,81.85,84.45,11401662
25/11/2011,81.08,84.42,80.25,80.97,8190438
24/11/2011,81.35,84,78.28,81.35,8760258
23/11/2011,82.25,82.28,79.5,80.67,5106910
22/11/2011,82.47,84.65,79.3,82.1,5744088
21/11/2011,79.95,82.25,78.8,80.58,7133956
18/11/2011,81.5,83.08,76.17,80.38,9902152
17/11/2011,83.92,85.2,81.05,81.6,4366408
16/11/2011,80.5,85,80.5,84.17,10989518
15/11/2011,81.35,83.78,79.25,80.45,9828772
14/11/2011,85,86.28,81.58,81.95,8787020
11/11/2011,83.9,84.95,81.97,82.5,6853926
09/11/2011,85.7,86.95,82.95,84.22,14861272
08/11/2011,82.33,85.72,82.12,85.17,6460892
04/11/2011,83,85.5,81.4,82.05,7672502
03/11/2011,79,83.9,78.5,82.47,14794376
02/11/2011,78.08,80.95,75.85,78.03,10554236
01/11/2011,74.75,78.08,74.15,77.3,5889820
31/10/2011,78,78.38,74.53,74.97,6348496
28/10/2011,75,78.12,75,77.67,5069586
25/10/2011,73.55,74,70.4,72.8,4600484
24/10/2011,74.28,74.88,71.83,72.25,2792168
21/10/2011,75.5,75.53,72.85,73.65,2639336
20/10/2011,74.35,75.5,72.3,75.03,2650682
19/10/2011,72.75,75.35,72.38,74.97,3457498
18/10/2011,71.6,72.45,70.75,71.8,2395654
17/10/2011,74.5,75.83,71.9,72.95,3062094
14/10/2011,73.5,74.85,73.3,74.08,2689896
13/10/2011,76.97,76.97,72.92,74.4,5712082
12/10/2011,74.3,75.9,73.9,75.67,3919462
11/10/2011,72.5,75.95,72.45,74,8786374
10/10/2011,70.25,72.1,69.3,71.8,2351070
07/10/2011,67.5,70.33,67.5,69.55,3915418
05/10/2011,68,68.85,66.4,66.75,4815574
04/10/2011,71.25,71.7,67.35,67.7,6150108
03/10/2011,74.75,74.75,70.75,71.15,5457538
30/09/2011,75.6,75.6,73.75,75,2139336
29/09/2011,76,76.97,74.12,75.28,3589568
28/09/2011,77.45,78.2,75.55,76.2,2655866
27/09/2011,76,77.35,75.78,77.03,1697832
26/09/2011,75.25,75.85,72,74.9,3214294
23/09/2011,76.05,76.5,73,75.03,3835262
22/09/2011,80.08,81.22,75.72,76.58,5726008
21/09/2011,77.47,82.65,77.47,81.97,6382062
20/09/2011,78.5,80.22,78.3,79.62,2855874
19/09/2011,79.85,81.5,78,78.5,5037392
16/09/2011,78.53,81.38,77.28,80.6,9294748
15/09/2011,72.5,78.47,72.5,78,9082438
14/09/2011,71.55,72.85,71.03,72.05,5456126
13/09/2011,71.92,73.25,71.5,71.75,4744572
12/09/2011,73.03,73.03,70.6,71.17,2524758
09/09/2011,74.78,76.85,73.22,74,6671512
08/09/2011,75.45,76.05,73.78,74.67,6780260
07/09/2011,73,76.65,73,75.12,6602172
06/09/2011,72.7,73,70.55,72.65,3623144
05/09/2011,73.7,74,71.1,73.05,5149520
02/09/2011,73,73.95,71.28,73.7,8898352
30/08/2011,70.5,74.5,70.35,72.78,8344080
29/08/2011,68,71,67.47,69.9,7672568
26/08/2011,68.05,70.12,65.2,66.53,8370614
25/08/2011,72.42,72.45,68,68.35,15992196
24/08/2011,74.7,75.55,70.3,71.35,12306702
23/08/2011,74.6,77.3,72.55,74.97,5579530
22/08/2011,73.97,75,71.53,74.05,5298520
19/08/2011,72.55,74.1,69.08,72.88,6260084
18/08/2011,79.88,80.5,74.08,74.9,6711916
17/08/2011,83.9,85.4,78.78,79.65,6498834
16/08/2011,86,86.65,82.15,83.9,4078688
12/08/2011,87.5,88.9,84.12,84.67,4723594
11/08/2011,86.38,87.75,84.85,86.6,4505240
10/08/2011,89.45,89.65,86.17,86.8,5082798
09/08/2011,82.5,89.15,82.5,87.45,6992750
08/08/2011,84.17,87.6,82.75,85.67,9789848
05/08/2011,90.5,90.62,86.05,87.55,12728176
04/08/2011,92.2,93.75,91.5,92.85,8461182
03/08/2011,87.67,91.8,87.67,91.35,6278188
02/08/2011,93.85,94.1,88.55,89.72,8130142
01/08/2011,92.65,95.9,92.65,93.92,4275832
29/07/2011,93.25,94.95,90.05,92.08,9965288
28/07/2011,95.72,95.72,91.75,93.03,17219472
27/07/2011,100.5,101.5,95.78,96.22,9154358
26/07/2011,104.3,106.9,100.45,100.83,6921268
25/07/2011,105.35,107.1,104.12,105.83,3526188
22/07/2011,105.45,105.95,103.88,104.55,3676006
21/07/2011,105,107,102.88,104.4,5110612
20/07/2011,107.53,108.4,105.75,106.38,7196260
19/07/2011,108.72,109.08,104.7,107.17,9130802
18/07/2011,106.5,108.72,105.88,108.42,16006466
15/07/2011,106.75,107.95,104.12,105.65,14834274
14/07/2011,97.33,107.5,97.33,106.58,64101470
13/07/2011,94.38,97.5,94.38,97.22,3654444
12/07/2011,95.65,97.05,93.28,93.88,2695934
11/07/2011,95.58,99.25,95.58,97.03,2450246
08/07/2011,100.5,100.5,96,96.97,3814812
07/07/2011,98.75,100.17,98.35,99.95,2205584
06/07/2011,96.47,99,96.25,98.5,4040258
05/07/2011,97.42,98.9,96.15,96.5,2933830
04/07/2011,96.5,98.25,95.7,97.03,4557674
01/07/2011,92.5,96.38,92.03,95.92,7332084
30/06/2011,91.53,93.25,90.75,91.92,9617236
29/06/2011,90.55,93.12,89.78,92.55,4735534
28/06/2011,92.53,93,89.35,90.15,5088120
27/06/2011,88,92.72,88,92.2,4155520
24/06/2011,87.8,90.42,87.62,89.2,6548032
23/06/2011,87.5,88.22,85.55,87.53,5828192
22/06/2011,86.75,87.92,85.8,87.5,5104750
21/06/2011,89,89.97,84.1,85.47,8413264
20/06/2011,91.38,92,87.62,88,12248156
17/06/2011,94.35,94.75,90.03,90.35,9216788
16/06/2011,98.5,98.5,93.8,94.25,6759846
15/06/2011,100.05,100.45,98,98.55,2958830
14/06/2011,89.95,100.97,89.95,100.05,2104676
13/06/2011,100,101.17,99.5,100.47,1947668
10/06/2011,100,101.03,99.55,100.3,2266572
09/06/2011,100.58,101.25,99.8,100.05,1751950
08/06/2011,101,101.65,100.35,100.78,4063734
07/06/2011,101.5,102.3,100.83,101.1,3642140
06/06/2011,101.55,102.25,100.5,101.53,1893560
03/06/2011,102.95,103.65,101.6,101.97,3953412
02/06/2011,101.55,103.67,101.33,102.6,6272028
01/06/2011,101.4,102.65,101.12,102.3,8563088
31/05/2011,100.1,101.42,99.55,101.12,9513318
30/05/2011,99.97,100.22,98.38,100.05,6240272
27/05/2011,98,100.35,95.75,99.75,68794076
26/05/2011,99.5,100.5,97.3,100.1,53974306
25/05/2011,97.12,101.7,97.12,100.53,34506992
24/05/2011,102.5,103.2,100.12,100.95,12793214
23/05/2011,103.5,106.88,101.95,105.62,2005796
20/05/2011,106.15,107.35,102.65,107.03,1005116
19/05/2011,107.95,108.5,107.05,107.8,2112324
18/05/2011,109.6,110.25,107.6,107.95,2194336
17/05/2011,108.45,111.42,106.5,110.25,2393510
16/05/2011,106.75,110.6,105.55,108.75,1371666
13/05/2011,108.4,108.4,106.05,107.95,1012396
12/05/2011,108.83,109.4,107.5,107.92,1346106
11/05/2011,107.5,109.45,106.5,108.97,1816708
10/05/2011,105.95,107.45,104.15,107.1,5316966
09/05/2011,105.12,106.4,102.83,105.47,2575732
06/05/2011,108.2,108.4,105.05,107.22,2376720
05/05/2011,107.5,108.42,105.88,107.58,1557942
04/05/2011,111.83,111.83,107.1,107.47,1230580
03/05/2011,115.5,115.5,111.3,111.72,2521802
02/05/2011,116,118.17,114.95,115.8,2334520
29/04/2011,113.05,117.2,112.97,115.8,2630234
28/04/2011,114.25,114.95,112.53,113.05,1693350
27/04/2011,114.5,115.62,112.58,113.83,3602746
26/04/2011,112.5,115.85,111.5,114.22,4323982
25/04/2011,113.5,114.85,110.4,111.67,4915834
21/04/2011,118.5,119.5,113.53,113.85,3409510
20/04/2011,122.42,123,117.95,118.47,2071106
19/04/2011,124,125.45,122.53,122.83,809672
18/04/2011,126.5,127.67,123.5,123.92,723088
15/04/2011,126.55,127.7,125,126,862540
13/04/2011,123.67,127.92,122.75,127.28,1400674
11/04/2011,128.35,128.35,123.05,125.17,1360372
08/04/2011,130.95,132,124,129.35,3144738
07/04/2011,129.07,131.4,129.07,130.57,1317654
06/04/2011,126.5,129.5,125.8,128.6,1275732
05/04/2011,123.4,126.7,122.55,125.88,755998
04/04/2011,121.65,123.7,120.03,123.17,1345810
01/04/2011,125,127.9,120.1,120.83,2886036
31/03/2011,126.5,129.47,123.5,124.97,1574496
30/03/2011,123,127.2,122.8,124.92,1080200
29/03/2011,124.5,125.75,122,122.62,1027824
28/03/2011,122.38,125.42,121.58,124.33,1109226
25/03/2011,117.75,123,117.28,122.45,2011054
24/03/2011,114.25,117.2,114.2,116.8,919484
23/03/2011,110.25,114.65,110.1,114.1,1510180
22/03/2011,111,112.12,108.78,110.42,2512184
21/03/2011,115.2,115.22,110.12,110.72,2239998
18/03/2011,118.45,118.95,114.35,115.22,1304498
17/03/2011,117.6,118.7,116.12,117.33,603160
16/03/2011,117.75,118.95,116.5,117.6,1969708
15/03/2011,119,119.83,114.05,116.3,2413112
14/03/2011,122.5,122.5,119.28,120.28,760364
11/03/2011,122.5,124.7,119.85,121.42,697134
10/03/2011,127.9,127.95,122.8,123.22,1408896
09/03/2011,127.92,129,126.5,127.2,706132
08/03/2011,131.7,132.43,125.25,127.67,1469102
07/03/2011,131.53,133,130,131.45,419302
04/03/2011,130.12,140.85,129.1,133.75,2560164
03/03/2011,127,130.97,126,129.88,983150
01/03/2011,124.4,128.4,124.08,127.53,863536
28/02/2011,124.58,127.5,123.1,124.1,708050
25/02/2011,121,124.95,118.5,123.78,424072
24/02/2011,123,124.7,118.28,119.72,969530
23/02/2011,122.5,123.88,122.28,123,474610
22/02/2011,119.9,123.83,117.58,122.35,617232
21/02/2011,122,122.95,117.28,120.25,1349604
18/02/2011,129.97,132.05,120.75,121.88,1254580
17/02/2011,127.47,131.5,126.08,129.32,444506
16/02/2011,129.75,131,125.62,127.35,749226
15/02/2011,131.28,134.45,129.5,131.03,479992
14/02/2011,127,132.97,123.33,132.03,1103840
11/02/2011,126.5,126.5,119.5,125.1,1112388
10/02/2011,132.45,132.45,123.53,126.2,1106632
09/02/2011,129.53,129.8,125.5,127.83,1330378
08/02/2011,130,132.7,128.45,129.47,428520
07/02/2011,129.3,132,127.55,131.05,1023726
04/02/2011,131,133.95,126.5,127.47,982338
03/02/2011,127.08,131.88,126.28,130.82,1244972
02/02/2011,123,127.88,121.3,125.88,2380400
01/02/2011,122.75,125,122,122.97,1087198
31/01/2011,123.6,125.5,120.28,122.6,1459914
28/01/2011,132.75,132.75,126.7,127.22,1512326
27/01/2011,138,139.9,131.2,132.6,2127710
25/01/2011,143.65,144.45,137.15,137.82,1336502
24/01/2011,143,144.5,141.35,143.12,318470
21/01/2011,144.05,147.15,142.12,142.7,867140
20/01/2011,142.68,148.5,142.07,146.07,1861828
19/01/2011,141,147.2,141,142.68,2020720
18/01/2011,136,141.15,135.6,140.12,1427022
17/01/2011,139,139,135.12,136.4,1375716
14/01/2011,141,142.75,137.1,139.5,2070652
13/01/2011,144.5,147.12,141.65,143,1264020
12/01/2011,144.6,145.95,140.62,143.78,1203922
11/01/2011,146.5,148.32,142.75,144,1105672
10/01/2011,145.5,146.85,142.2,145.68,1022850
07/01/2011,149,149,145.05,145.88,1269488
06/01/2011,151.65,151.75,147.1,149.07,2112250
05/01/2011,153,154.5,149.53,150.65,2197474
04/01/2011,155.07,157.35,153.55,154.03,1358876
03/01/2011,157.18,157.18,152.88,153.53,857330
31/12/2010,153.5,155.85,152.62,155.15,530206
30/12/2010,157,157,151.65,152.32,1605570
29/12/2010,159.1,159.7,149.57,154.32,1803838
28/12/2010,160.2,161.7,158.5,158.82,1011122
27/12/2010,160.25,162.5,159,159.85,836710
24/12/2010,160.3,163.85,158.78,161.43,1352360
23/12/2010,160,162.5,159.35,161.43,617448
22/12/2010,160.5,162,158.5,159.97,567344
21/12/2010,165.1,166.78,159.12,159.53,913880
20/12/2010,159,166.75,157.55,165.1,820480
16/12/2010,159.85,162,156.1,160.28,991730
15/12/2010,166.4,166.4,157.78,158.7,1523052
14/12/2010,160.65,166,158.62,164.6,732224
13/12/2010,154.3,159,152.45,158.32,598930
10/12/2010,147.5,154,145.6,152.43,559280
09/12/2010,153.1,157,147.62,148.6,791064
08/12/2010,156,157.45,154.05,155.32,659526
07/12/2010,162,163.25,155,156,1565136
06/12/2010,165,167,159.57,160.53,605608
03/12/2010,169.53,172,162.03,163.68,572916
02/12/2010,170.2,172.88,167.05,169.53,337704
01/12/2010,169.35,173.43,167.15,168.72,563244
30/11/2010,158.4,170,156.1,168.38,2047282
29/11/2010,156.5,162.5,154.5,158.93,1116602
26/11/2010,157.75,162.5,143.5,156.72,1723670
25/11/2010,171,171,155.9,158.78,1160868
24/11/2010,173.35,174.5,167.5,168.47,944420
