Date,VEDL-EQ O,VEDL-EQ H,VEDL-EQ L,VEDL-EQ C,VEDL-EQ V
29/03/2019,178.6,185.4,178.6,184.45,16381196
28/03/2019,177,178.95,175.65,178.05,9758852
27/03/2019,175.3,177.25,173.4,175.45,8484488
26/03/2019,170,174.35,169,173.6,8106156
25/03/2019,170.7,171,167.75,168.25,8243613
22/03/2019,174.2,176.6,173.05,173.9,6311803
20/03/2019,174.25,175.45,172.55,174.55,5703096
19/03/2019,172.1,175.2,171.55,172.7,8901871
18/03/2019,175,175,171.85,173.3,5902016
15/03/2019,173.2,176.5,170.2,175.7,18224411
14/03/2019,171.7,174.7,171.4,173.6,6517558
13/03/2019,178,178.3,171,171.6,9768953
12/03/2019,178.9,180.35,177.3,178.45,10456226
11/03/2019,174,178.75,172.55,177.1,9043700
08/03/2019,174.8,174.8,171.25,172.35,5797559
07/03/2019,178.95,178.95,172.6,176.05,9472601
06/03/2019,177.65,180,176.1,178.5,11031028
05/03/2019,172.95,176.4,172.4,174.95,7667267
01/03/2019,172.45,174.8,172,173.45,11885411
28/02/2019,166.5,171.45,164.2,169.4,39036727
27/02/2019,170,171.45,163.7,164.65,11006707
26/02/2019,168.7,171.25,164,169.7,13247683
25/02/2019,171,171.8,167.4,171.25,10996421
22/02/2019,164.45,170,163.6,169.65,14190345
21/02/2019,161.7,165.6,160.3,164.6,14635838
20/02/2019,154,160.9,154,160.25,17251557
19/02/2019,148.1,154.4,147.85,153.1,12575548
18/02/2019,148.85,151.15,146.65,148,14282136
15/02/2019,151.05,151.2,145.8,147.3,14116428
14/02/2019,150.5,153,149.15,151.75,9962977
13/02/2019,153.9,154.85,150.15,150.7,7375452
12/02/2019,151.9,157.95,150.7,152.85,14116882
11/02/2019,153.7,155.2,147.05,152.15,18188741
08/02/2019,162.3,162.4,149.7,154.15,21667191
07/02/2019,162.95,165.65,161.8,163.45,9437018
06/02/2019,163.35,165,157.75,163.75,13140943
05/02/2019,159.3,164.5,157.25,162.6,14352577
04/02/2019,162.8,165,156.5,161.35,24578563
01/02/2019,179.65,180,158.15,162.15,98562137
31/01/2019,195.5,198.25,193.8,197.35,13404228
30/01/2019,192.9,196.45,192.15,194.1,10015876
29/01/2019,191.5,193.85,189.4,192.65,6230069
28/01/2019,195,195,191,191.5,6045200
25/01/2019,195.1,196.4,192.55,194.7,6437316
24/01/2019,192.9,195.45,191.3,193.5,6195845
23/01/2019,191.5,195,190.6,192.8,7523951
22/01/2019,197.5,197.5,191,191.5,9901151
21/01/2019,200.1,200.5,197.65,198.45,6348706
18/01/2019,199,200,196.25,198.7,8307081
17/01/2019,197.25,198.25,195.4,197.45,6591718
16/01/2019,201,202.25,195.7,196.3,12554389
15/01/2019,193.85,199.8,193.35,198.9,9416350
14/01/2019,196,196,192,193.05,9059869
11/01/2019,195.5,198.3,195,196.6,8245755
10/01/2019,195,196.2,193.45,195.45,8256271
09/01/2019,197.95,198,192,194.75,11205333
08/01/2019,194.5,197,191.9,195.65,14295380
07/01/2019,196.1,198.65,192.5,193.45,11020289
04/01/2019,188,194.45,186.65,192.9,12883382
03/01/2019,193.7,195,187.55,187.95,13968283
02/01/2019,200,200,192.5,193.15,18935386
01/01/2019,202.5,202.85,200.35,202.1,3947501
31/12/2018,201.4,203.6,200.6,202.2,9580784
28/12/2018,197.65,200.65,197,199.4,8693150
27/12/2018,199.65,202.25,195.2,195.85,12890647
26/12/2018,195.95,197.65,193.05,196.4,9449698
24/12/2018,198,199.5,196,196.4,9951166
21/12/2018,204.5,204.55,199.15,200.05,14374440
20/12/2018,205,205,201.5,202.75,13958524
19/12/2018,209.8,209.95,205.65,206.85,11334523
18/12/2018,204.9,210,204.25,208.55,12509870
17/12/2018,212.8,213.3,204.6,205.5,27613999
14/12/2018,199,203.2,198.15,201.6,7637495
13/12/2018,201,202.8,198.3,200.65,10141845
12/12/2018,194.55,200.75,193.55,199.3,11215747
11/12/2018,191.9,195,190.05,193.55,12458158
10/12/2018,191.4,195.65,190.2,192.55,6766286
07/12/2018,197.95,198.3,193,195.7,9185719
06/12/2018,196.9,196.9,191,195.35,15693557
05/12/2018,202.35,204.45,197.45,198.4,12327914
04/12/2018,202.4,206.9,200.6,206.2,10559839
03/12/2018,201.5,205.35,201,202.95,16235433
30/11/2018,200.8,201,194.85,195.85,14713297
29/11/2018,196.5,201.9,196.25,198.8,16248210
28/11/2018,196.2,197.35,192.15,192.95,13300756
27/11/2018,193.85,199.7,190.2,195,21061915
26/11/2018,200,200.05,191,195.8,20552801
22/11/2018,203.9,204.6,199,199.6,12387967
21/11/2018,204,204.4,201,201.9,14273100
20/11/2018,210.25,210.9,200,205.25,18615840
19/11/2018,207.8,212.8,207.4,211.35,10878040
16/11/2018,208,209,205.55,206.8,7998497
15/11/2018,205.3,209.65,202.75,207.55,10248843
14/11/2018,206.5,207.9,203.55,204.1,7525220
13/11/2018,202,206,201,205.6,9244952
12/11/2018,209.75,210.9,202.25,203.15,11801858
09/11/2018,210.95,212,208.3,209.05,6868901
07/11/2018,209.6,211.95,209.1,209.75,2448864
06/11/2018,207.7,213.65,205.3,207.4,19834081
05/11/2018,225.45,227.75,220.8,222.45,13542401
02/11/2018,217,227.35,214.55,225.9,19722750
01/11/2018,213,215.4,208,212.8,17281051
31/10/2018,211.45,213.85,207,211.15,10731974
30/10/2018,212.6,216.4,210,211.2,10500891
29/10/2018,207.05,212.5,203.85,211.4,10870728
26/10/2018,204.85,207.45,199,203.65,12026230
25/10/2018,208.6,209.6,201.6,204.6,21349045
24/10/2018,212.2,214,208.3,211.9,8365420
23/10/2018,211.8,216.25,207.6,210.35,12100077
22/10/2018,213.05,219.25,207.85,213.55,13766095
19/10/2018,206.45,214.2,199.75,211.1,19958162
17/10/2018,215.4,216.45,206.65,207.95,8586330
16/10/2018,212,214.8,211.5,212.45,5405111
15/10/2018,216.9,216.9,208.65,210.6,14022679
12/10/2018,210.5,216.6,210.4,214.3,11697753
11/10/2018,208.15,217.75,200,207.9,16424058
10/10/2018,213.3,220.65,213.25,218.15,12774692
09/10/2018,208,216.5,204.05,212.1,17869475
08/10/2018,227,228.25,198.25,206.75,37293316
05/10/2018,237,241.5,226.1,231.65,17175345
04/10/2018,239.65,244.3,234.1,239.4,27385995
03/10/2018,232.7,246.9,232.15,240.1,36242984
01/10/2018,230,234.1,225.45,232.65,15971844
28/09/2018,241.25,242.8,227.1,232.3,20835004
27/09/2018,241.85,246.8,238.6,240.65,25137487
26/09/2018,231.1,245,229.7,241.55,40596440
25/09/2018,230.2,232.9,226.7,230.4,16770608
24/09/2018,232.5,237.55,228.25,229.9,20942520
21/09/2018,230.95,235.3,221.1,230.45,42361028
19/09/2018,230.75,232.35,227,230.1,18255648
18/09/2018,235,235,228,230.15,13228698
17/09/2018,235.45,237.75,232.15,234.9,13008924
14/09/2018,228.8,236.45,226.05,235.6,17674079
12/09/2018,220.75,225.8,219,223.6,8849353
11/09/2018,225,227.4,218,219.65,14276023
10/09/2018,233,233.8,222.2,223.5,18259846
07/09/2018,229.35,233.7,226.7,230.25,24336043
06/09/2018,230.95,230.95,225.7,229.9,13519245
05/09/2018,224,230,220.7,229.45,10415515
04/09/2018,228.65,229.6,221.65,224.8,11341666
03/09/2018,228.9,230.25,226.75,228.45,7897757
31/08/2018,229,230.6,224,227.7,15184001
30/08/2018,229.85,231.05,226.15,230,24136924
29/08/2018,233.4,238.25,227.35,228.05,31404401
28/08/2018,227.05,231.9,225.55,230.3,15432343
27/08/2018,225.95,227.5,222.5,225.5,9338893
24/08/2018,214,225,212.25,224.05,12032977
23/08/2018,218.5,218.5,212.05,214.8,9896492
21/08/2018,223.05,223.45,218.1,218.85,7890862
20/08/2018,216.9,222.8,215.6,221.85,10506489
17/08/2018,212.2,216.7,211,215.2,13308267
16/08/2018,208,210.9,205.35,208.8,14309862
14/08/2018,216,217.65,213.05,215.1,10074719
13/08/2018,218.4,218.4,213.5,216.3,12726787
10/08/2018,232.9,233.7,222.2,223.7,11685692
09/08/2018,225.95,232.5,222,230.6,12895636
08/08/2018,228.45,229.3,223.6,224.8,9371088
07/08/2018,225,230.75,223.5,226.8,16046724
06/08/2018,224.5,225.45,221.7,224.35,6347884
03/08/2018,215.05,223.7,214.85,222.4,18274236
02/08/2018,217,217.9,211.45,214.15,14319624
01/08/2018,219.8,229,216.2,218.2,14690496
31/07/2018,225,225.05,218.75,222.2,7121436
30/07/2018,221.9,226,220.6,224.9,8293254
27/07/2018,218,221,216.55,219.75,6695579
26/07/2018,220.7,221.65,215.5,216.5,7164072
25/07/2018,217.15,221.75,216.75,218.95,11261855
24/07/2018,209,220,208,216.25,15754032
23/07/2018,204,213.4,200.7,211.6,8931165
20/07/2018,206.05,206.55,200.65,202.4,9115587
19/07/2018,205.35,211.25,201.55,208.2,12107204
18/07/2018,210,210.65,202,203.7,7846762
17/07/2018,206,212.35,203.2,210.1,7590806
16/07/2018,211.5,212,204.8,206.4,9413761
13/07/2018,213,213.45,209.1,210.45,10718429
12/07/2018,218.5,221,211,211.4,16378996
11/07/2018,222.9,222.9,216.25,218.1,16370691
10/07/2018,227.05,228,224.85,226.05,8513918
09/07/2018,222.25,227.55,221.1,226.6,10712428
06/07/2018,219,224.7,216.55,219.1,14107005
05/07/2018,227,227,219,221.3,12643742
04/07/2018,229.45,229.45,225.2,228.05,11756061
03/07/2018,236.2,236.2,230.05,231.05,15851682
02/07/2018,234.75,243.8,228.3,239.85,17820231
29/06/2018,228,237.85,228,236.2,11526273
28/06/2018,231,233.6,229.5,230,12656271
27/06/2018,233,233.25,228.15,230.1,12766494
26/06/2018,228.8,233.4,225.55,231.45,13407360
25/06/2018,229,239.5,229,230.65,40657710
22/06/2018,228.05,229.85,226.55,228.55,15062203
21/06/2018,227.5,230.8,226,229.05,16864366
20/06/2018,226,230.15,225.25,228.7,17011598
19/06/2018,228.95,229.85,221.6,224.3,22092589
18/06/2018,236,236,228.65,232.2,15575678
15/06/2018,241,241,234,238.6,24482557
14/06/2018,241,243.5,239.1,240.05,8930060
13/06/2018,245.7,245.7,241.5,243.1,11470921
12/06/2018,246.5,247.25,243.35,245.5,9625030
11/06/2018,246.3,248,245.05,246.1,17253950
08/06/2018,247.2,247.9,242.55,246.3,10413596
07/06/2018,248.55,256.5,245.9,247.2,29651967
06/06/2018,246.35,248.6,242.2,246.45,19831399
05/06/2018,246.25,247.5,242.5,246.25,8543831
04/06/2018,248.75,249.45,244.5,246.75,11484275
01/06/2018,248,258.4,246.5,248.25,18640874
31/05/2018,250.5,252.85,246.25,248.3,29327091
30/05/2018,245,252.85,244.4,251.1,16362468
29/05/2018,240,255,237.9,253.25,32936741
28/05/2018,253.35,255.25,245.6,253.65,9732030
25/05/2018,247.3,256.75,241.2,251.8,27429408
24/05/2018,252.2,253.25,240.15,250.6,20219901
23/05/2018,263.4,263.5,250.2,252.65,18226457
22/05/2018,264.9,270.9,261.5,269.95,8021927
21/05/2018,270.3,273.25,261.05,263.85,9703835
18/05/2018,278.2,278.5,269.35,270.3,8928454
17/05/2018,283.2,283.95,275.3,276.95,9379615
16/05/2018,281.65,284,276.5,278.8,10781519
15/05/2018,282.95,285.5,278.1,281.7,15412120
14/05/2018,288,288.35,280.55,282.1,7062942
11/05/2018,282.9,287.3,278.6,286.95,9774064
10/05/2018,284.75,285.5,278.5,279.7,8814612
09/05/2018,283,290.4,282.1,283.15,10284823
08/05/2018,286.4,287.45,281.6,282.9,7858792
07/05/2018,283,289.4,282,285.45,8242354
04/05/2018,289.45,290.7,279,281.65,16087098
03/05/2018,283.95,288.75,277.35,286.2,13002792
02/05/2018,296.65,296.65,282.3,283.4,12277622
30/04/2018,295.4,302.25,293.1,298.4,6843221
27/04/2018,293,296.5,290.05,294.05,6853011
26/04/2018,291.5,293.75,287.6,290.3,11827702
25/04/2018,296.6,297.55,288.2,290.2,8297914
24/04/2018,293,299.8,288,297.4,14885085
23/04/2018,307.7,311.45,304,305.05,7058597
20/04/2018,305.45,309.75,303,308.6,13535858
19/04/2018,296.75,313.5,296.75,311.7,31082632
18/04/2018,293,294,289.4,291.1,14009181
17/04/2018,293.4,295.25,287.4,288.8,9828946
16/04/2018,288.05,291.95,286.65,290.3,7545130
13/04/2018,291.15,294.7,288.5,291.65,11510464
12/04/2018,296,296.45,287,288.7,10682208
11/04/2018,290.1,297.7,287.35,296.8,22771881
10/04/2018,291,292,283.2,284.1,12178281
09/04/2018,283.7,289.4,280,281.35,11022862
06/04/2018,286,287.6,281.5,285.05,9519156
05/04/2018,280.6,291.75,280.2,289.9,15456965
04/04/2018,284.45,289.8,271.5,274.3,12818170
03/04/2018,279,284.7,278.55,283.2,9718071
02/04/2018,284,284.9,277.45,282.3,6555940
28/03/2018,283.95,285.95,276.65,277.85,14701677
27/03/2018,288,289.9,283.7,287,10333840
26/03/2018,276.4,286,268.75,283.3,14875633
23/03/2018,284.25,285.5,274.3,276,13290580
22/03/2018,288.8,294.2,285.9,291.8,12008468
21/03/2018,290,293.5,282.5,285.75,11337441
20/03/2018,284.8,293.1,283.75,287.1,14598256
19/03/2018,311.45,313.6,304,307.2,10063284
16/03/2018,317,317,306.8,308.9,13398137
15/03/2018,319.7,320.8,315,316.95,9166951
14/03/2018,319.55,323.1,315.7,318.95,10148672
13/03/2018,315,324,312,321.05,17819886
12/03/2018,308.3,318.75,305.6,317.4,11167602
09/03/2018,311.8,316.4,302.55,304.15,13854157
08/03/2018,313.9,317,301.85,308.4,9818423
07/03/2018,312.6,313.4,303.2,309.35,12198965
06/03/2018,318.3,327.45,311.1,313.45,11634001
05/03/2018,319,321.25,310.55,315.9,9269131
01/03/2018,327.2,333.65,321.7,323.25,8160931
28/02/2018,338.7,338.7,327,329.75,10566570
27/02/2018,343.5,344.85,338,340.6,4697935
26/02/2018,339.4,345,339,343.15,8842289
23/02/2018,330.05,340.75,327.15,337.9,11270987
22/02/2018,325.3,330.55,322,328.65,17254470
21/02/2018,330,331,320.9,327.6,12281795
20/02/2018,321,331,320,328.7,11395413
19/02/2018,321.1,324.5,314.1,320.35,8642478
16/02/2018,329.9,329.9,316,319.75,9116738
15/02/2018,320.1,328.35,320.05,324.4,11559723
14/02/2018,320.25,323.4,311.9,315.75,7154264
12/02/2018,319.95,319.95,312.6,315.55,9097394
09/02/2018,307.05,321,306.1,316.3,9515144
08/02/2018,312.5,318.6,305.15,314.45,16604938
07/02/2018,326.5,331,312.6,315.7,16798249
06/02/2018,311.1,328.85,309.7,321.65,12008404
05/02/2018,325,332.9,313.5,328.85,12360798
02/02/2018,337.4,345.95,331.3,334.3,11879455
01/02/2018,340,346.2,329.8,341.45,15344365
31/01/2018,342,346.45,335.25,340.35,8287707
30/01/2018,344.9,344.9,337.1,341.3,7382593
29/01/2018,348.35,355.7,342.45,345,13215637
25/01/2018,338.9,352.05,338.8,345.6,13605990
24/01/2018,343.4,347.4,337.6,340,11024875
23/01/2018,328.1,349.95,328.1,343.5,18222487
22/01/2018,332.5,332.7,324.5,326.95,7508442
19/01/2018,326.5,333.7,323.1,331.65,7650044
18/01/2018,335.9,336,323,326.7,13916937
17/01/2018,329.9,336.25,322.05,334.9,9947827
16/01/2018,339.8,340.75,325.05,330.15,8117693
15/01/2018,342,344,337.7,339.2,5084069
12/01/2018,337,341.45,335.2,339.55,8144499
11/01/2018,335,336.3,331.35,333.9,4128265
10/01/2018,339.85,343.5,333,334.8,7713328
09/01/2018,342.25,342.85,334.55,337.7,6677065
08/01/2018,339.9,341.7,335.65,340.25,5023286
05/01/2018,340.5,346.3,338.1,339.55,9693755
04/01/2018,335.2,341.5,330.05,339.1,8879360
03/01/2018,330.35,335.25,329.05,332.5,8171980
02/01/2018,328,328.8,318.7,327.75,6721641
01/01/2018,331,333.3,323.4,325.45,5729566
29/12/2017,334.75,335.5,326.75,329.9,6626213
28/12/2017,327.5,335,327.5,332.7,14395582
27/12/2017,323.55,328.25,320.6,326.2,9125155
26/12/2017,319,323,318.25,321.95,9229235
22/12/2017,319.25,319.75,312.75,316.55,5133366
21/12/2017,318,320.3,313.5,317.15,8013486
20/12/2017,316,319.45,313.4,317.25,7994949
19/12/2017,310.9,317.05,309.45,316.25,12947852
18/12/2017,296,313.25,286.5,308.4,16392365
15/12/2017,289.95,299.9,289.95,298,25896065
14/12/2017,285.5,288.05,280.35,284.55,8191473
13/12/2017,293.4,293.45,281.4,283.55,13824171
12/12/2017,292,299.9,292,293.15,12260950
11/12/2017,292.45,294.2,286,291.35,5696252
08/12/2017,288.4,296.45,287,291.2,12565339
07/12/2017,282.25,286.8,280,285.65,8441309
06/12/2017,282,283.15,277.65,281.8,14499666
05/12/2017,291,291.05,285,288.45,6822921
04/12/2017,289,294.5,286,290.05,8323996
01/12/2017,297.45,297.45,285.5,286.7,8975712
30/11/2017,295.8,298.35,294,295.45,9258308
29/11/2017,303.25,303.6,297.5,298.35,6024150
28/11/2017,305.2,308.8,301,302.8,5261879
27/11/2017,303.55,308.85,302,305.25,4723905
24/11/2017,309.2,309.75,304.6,305.9,3976637
23/11/2017,310.55,312.9,302.75,308.8,5596958
22/11/2017,314.25,315.7,307.7,309.45,5724778
21/11/2017,317.2,318.2,311.15,312.9,4806005
20/11/2017,308,315,303.25,313.9,6860825
17/11/2017,305.25,313.35,305,307.6,9239828
16/11/2017,296.55,302.4,295.15,301.3,6403697
15/11/2017,306.25,306.3,294.05,295.5,9202672
14/11/2017,314.4,318.5,307.5,308.95,7026704
13/11/2017,324,324.8,313,314.7,4913787
10/11/2017,322,327.35,318,323.85,5551076
09/11/2017,323.75,326.45,318.7,323.75,6259123
08/11/2017,335.85,336.85,319.4,321.9,9880490
07/11/2017,343.15,343.6,332.55,335.7,7013774
06/11/2017,336.95,342.5,331.7,338.9,6203201
03/11/2017,345,346.4,335.15,338.1,8677780
02/11/2017,343.85,344.5,337.7,340.8,6387768
01/11/2017,334.75,344.95,333.55,343.35,8514781
31/10/2017,340.35,343.45,330.2,331.85,6908967
30/10/2017,341.9,344.75,339.7,340.95,4554920
27/10/2017,344.35,345.2,335.2,339.85,5797701
26/10/2017,337.5,344.4,334.85,342.85,16977984
25/10/2017,337.5,338.5,328.8,335.9,6865810
24/10/2017,331.45,339.25,330.35,333.65,9699053
23/10/2017,328.75,332.1,326.7,329.2,5571801
19/10/2017,330.8,330.9,326.5,327.95,577701
18/10/2017,334,335.3,329.1,331.45,7123008
17/10/2017,336,336.25,331.4,334.35,8611797
16/10/2017,323.9,335.9,323.4,335.2,12250841
13/10/2017,320.4,324.5,319.75,321.4,10269007
12/10/2017,314.75,320.8,312.8,319.5,9462753
11/10/2017,322.5,324.9,310.15,313.4,9119496
10/10/2017,325.9,325.9,318.35,321,8305203
09/10/2017,327.8,328.5,323.1,324,6080570
06/10/2017,322.4,327.8,321.15,327.15,9412152
05/10/2017,319.15,321.25,317.5,318.4,3718224
04/10/2017,319,321.45,316.65,319.1,6167532
03/10/2017,318.1,320.1,316.1,318.25,5939080
29/09/2017,309.25,317.5,309.25,314.25,8706451
28/09/2017,311.1,316.4,307.55,308.9,12102753
27/09/2017,317.75,318.9,308.7,310.35,11859644
26/09/2017,309.2,319.2,305.9,318.25,14792385
25/09/2017,308.1,311.7,297,306.8,14284480
22/09/2017,320.05,320.05,306.2,307.9,13333144
21/09/2017,323.6,324.8,315,322.55,7609612
20/09/2017,324.8,326.35,321.15,323.25,7194610
19/09/2017,326.15,327.35,321.55,323.25,5069324
18/09/2017,320.7,327.9,320.7,325.85,8528923
15/09/2017,316.55,323.15,311.85,319,17874300
14/09/2017,325.9,330.5,316.85,319.7,14585171
13/09/2017,330.9,332.25,325.25,327.1,6297761
12/09/2017,332,334.65,330,330.7,6613224
11/09/2017,327.9,332.65,324.5,329.7,7988640
08/09/2017,329.7,333.7,326.4,330.1,17013165
07/09/2017,320.8,328.2,318.85,326.8,15625658
06/09/2017,315,319.5,313.35,318.25,6031894
05/09/2017,318.5,320.2,315.2,318.1,7556529
04/09/2017,315.8,319,308.4,315.8,9268378
01/09/2017,310.05,315.75,308.35,314.95,10094384
31/08/2017,305.35,310,300.9,308.9,14987864
30/08/2017,301,306.45,301,305.55,7689067
29/08/2017,303.1,305.5,297.35,299.05,10967755
28/08/2017,301.1,302.35,297.2,301.35,9151882
24/08/2017,302.7,303,295.75,298.55,10177654
23/08/2017,296.7,300.95,291.65,299.6,8674950
22/08/2017,297.5,299.75,291.5,293.05,9470347
21/08/2017,302.15,306.35,292.1,293.8,8748518
18/08/2017,299,303.4,295,298.4,12780922
17/08/2017,301.25,310.25,301,304.8,19018787
16/08/2017,291.15,298.95,286.5,297.2,10533440
14/08/2017,285,293,283,289.15,12751925
11/08/2017,293,294.55,276.6,279.1,18382815
10/08/2017,299,303.8,291.3,298.8,14153043
09/08/2017,297.7,306.7,297.7,300.2,12367142
08/08/2017,290.9,301.7,290.9,297.7,18777967
07/08/2017,288.7,292.5,285.75,287.7,5848430
04/08/2017,279.9,289.9,278.1,288.85,10101816
03/08/2017,280.9,283,277.4,279.95,5892361
02/08/2017,281.1,282,278,280.95,5422178
01/08/2017,280.9,282.85,280.1,282.05,6301465
31/07/2017,276,281.45,275.55,279.85,6227981
28/07/2017,277,279.5,271.45,274.6,6009852
27/07/2017,282.1,283.7,276.5,279.9,13227194
26/07/2017,279.8,283.25,278,280.95,18594061
25/07/2017,266.7,276.2,266.1,274.25,12590219
24/07/2017,268.15,268.65,262.75,264.6,5490110
21/07/2017,269.9,271.6,261.5,268.35,8224509
20/07/2017,273.5,273.75,268.2,269.55,4906144
19/07/2017,269.4,274.25,269,273.35,6872590
18/07/2017,269.35,273.15,267.3,268.35,7078088
17/07/2017,264.8,270,262.9,269.45,10643668
14/07/2017,263.65,264.6,259.25,262.3,9297163
13/07/2017,261.55,263.85,256.75,263.05,7666226
12/07/2017,260.1,261.6,257.9,259.9,7857925
11/07/2017,262.3,264,256.4,257.6,11493844
10/07/2017,261.9,261.9,257.55,260.7,1433602
07/07/2017,260,261.35,256.3,257.1,8230789
06/07/2017,261.7,263.45,259.85,261.65,10560167
05/07/2017,255,262.1,254.6,261.4,12213288
04/07/2017,255.95,259.45,253.2,255.25,11970646
03/07/2017,251,255.5,250.4,254.3,11490918
30/06/2017,251.3,252.65,247.3,249.05,13284201
29/06/2017,245.2,252.35,244.5,251.2,22864221
28/06/2017,237.3,244.15,236.1,242.55,8886418
27/06/2017,238.2,238.95,233.55,237.15,7063111
23/06/2017,235,237.85,230.2,236.85,9830011
22/06/2017,239.2,240.8,231.75,234.25,7504572
21/06/2017,239.6,240.3,237.2,238.6,6988705
20/06/2017,243,243.35,239.55,241.5,6107113
19/06/2017,239.5,243.3,237.65,241.9,8888549
16/06/2017,235.5,238.75,235,236.8,10842691
15/06/2017,233.75,238.2,233,235.9,9712133
14/06/2017,238.45,239,233.75,235.95,12360269
13/06/2017,244.1,244.6,237.6,238.5,9643064
12/06/2017,243.5,248.9,242.5,245.1,13979617
09/06/2017,234,246,232.25,244.75,20983302
08/06/2017,232.45,236.4,231.8,234.55,7810379
07/06/2017,235.5,236,232,233.2,11755259
06/06/2017,229.7,231.4,226.6,229.4,6876800
05/06/2017,229.65,233.15,227.2,229.4,10383148
02/06/2017,232.7,235.65,226.5,228.85,15208618
01/06/2017,239.85,241.1,230.7,231.25,15294517
31/05/2017,244.5,245.85,237.45,238.65,17882967
30/05/2017,242.5,246.35,240.55,244.9,10511550
29/05/2017,245,247.7,240.55,244.2,10188739
26/05/2017,233.45,245.9,231.6,242.65,18369278
25/05/2017,223.4,235.05,223.2,232.6,40149870
24/05/2017,229.9,229.9,220.65,223.9,11878233
23/05/2017,230.1,233.4,221.9,230.75,15184460
22/05/2017,232.8,235.25,227.5,228.9,13139569
19/05/2017,232,234.85,225.55,230.35,14317030
18/05/2017,240,241.4,229.6,231.15,9674209
17/05/2017,239.7,243,238.3,242.35,12382702
16/05/2017,244.95,246,236.65,238.1,18338534
15/05/2017,238.95,243,237.25,240.9,15008826
12/05/2017,237.55,239.45,233.3,236.75,11700923
11/05/2017,231.15,237.7,229.8,236,14827918
10/05/2017,227.95,230,225.25,228.6,9777362
09/05/2017,222,229.8,221.35,225.4,13846053
08/05/2017,224.65,225.9,219.2,221.85,12622633
05/05/2017,229.95,229.95,217.75,223.75,24429681
04/05/2017,240,240.1,231.35,232.5,11822111
03/05/2017,241.85,243.75,238.5,240.1,7415375
02/05/2017,246.6,248.45,239.3,241.85,10019177
28/04/2017,233.8,246.7,230.35,243.55,16963507
27/04/2017,234,236.95,232.75,233.85,9925742
26/04/2017,237.05,238.8,231.1,234.5,12871505
25/04/2017,232.95,236.8,228.35,235.35,23457092
24/04/2017,232.7,233.35,227.6,231.75,10546154
21/04/2017,234.75,236,230.3,231.85,12483064
20/04/2017,237.05,237.8,231.8,233.55,10863661
19/04/2017,231.05,236.9,226.5,234.15,18508005
18/04/2017,237.4,246.9,229.15,230.2,21998212
17/04/2017,243.5,243.5,234.6,235.8,12039329
13/04/2017,256.55,256.55,242.1,243.6,11638531
12/04/2017,255.6,262.5,255.6,258.25,18068956
11/04/2017,256.5,257.35,252.25,252.75,10950139
10/04/2017,269,273.6,267.95,272.35,6980838
07/04/2017,269,272.65,267.9,268.8,8752926
06/04/2017,271.3,274.75,267.75,270.35,8936556
05/04/2017,273.3,274.7,271.65,272.65,5644222
03/04/2017,276.1,277.5,271.55,272.7,5736742
31/03/2017,274.95,278.1,273.55,274.95,8135975
30/03/2017,269.75,276.6,268.1,274.5,22199959
29/03/2017,267,269.8,265.4,268.8,8025815
28/03/2017,263.5,267.5,262.25,265.1,7356529
27/03/2017,265.25,267.75,260.35,261.2,6491017
24/03/2017,268.35,269.2,265.3,267.05,11450554
23/03/2017,266,270.35,263.65,265.7,13869128
22/03/2017,258.5,262.35,255.5,261.1,12903885
21/03/2017,263.55,264.05,257.65,261.65,8771437
20/03/2017,265.65,265.7,261.2,263.3,11405115
17/03/2017,267,268.65,261.1,264.85,10817349
16/03/2017,260.5,265.4,259.05,264.55,13837220
15/03/2017,254.1,257,251.1,256.1,9289508
14/03/2017,254,257.25,251.7,253.7,10922223
10/03/2017,253.4,255,247.25,248.5,10464659
09/03/2017,253.5,255.65,249.65,252.6,14714081
08/03/2017,260.35,261,250.25,252.2,15429874
07/03/2017,266,266.95,259.3,260.35,9252829
06/03/2017,269.25,270,263.1,266.25,6902269
03/03/2017,269.25,271.65,264.1,267.5,10162783
02/03/2017,269,276,268,270.9,20340323
01/03/2017,261,266.9,257.55,265.5,11659023
28/02/2017,255.8,260.8,255.1,259.1,8429464
27/02/2017,260,263.7,255,255.55,10760287
23/02/2017,262.4,267.2,259.55,262.85,12089183
22/02/2017,271,271,262.1,262.9,9040993
21/02/2017,271,274.6,267.6,268.85,11722209
20/02/2017,263.25,272.35,260.8,270.4,11942189
17/02/2017,263.5,266,259.25,263.45,11546195
16/02/2017,249.2,264.45,242.85,263.2,17458413
15/02/2017,251.55,256.55,245.1,247.65,11609560
14/02/2017,257.75,257.85,249.25,253.6,14729310
13/02/2017,252.05,258.45,251.55,256.15,13320299
10/02/2017,250.75,252.25,245.35,248,9070897
09/02/2017,253.6,254.8,246.75,249.3,7214279
08/02/2017,249,253.25,248.65,252.35,6387331
07/02/2017,251.2,255.7,246.75,248.05,9233110
06/02/2017,252.1,256,248.3,250.75,6348749
03/02/2017,258.9,260.4,248.3,250.75,9854523
02/02/2017,259,262.2,253.7,259.85,8017203
01/02/2017,254.9,261.5,250.1,260.55,8526260
31/01/2017,261,261.8,252.2,253.1,8807048
30/01/2017,256.7,261.8,253.55,260.7,10211874
27/01/2017,258,259.4,256,257.55,7166527
25/01/2017,255,259.4,252.8,258.6,15675249
24/01/2017,246.3,253.15,245.15,252.45,10381629
