Date,PCJEWELLER-EQ O,PCJEWELLER-EQ H,PCJEWELLER-EQ L,PCJEWELLER-EQ C,PCJEWELLER-EQ V
16/01/2017,197.1,201.8,195.9,199.2,530514
13/01/2017,200.48,201.2,195.83,197.05,392064
12/01/2017,202.5,204.2,199,199.75,566692
11/01/2017,204.1,205.5,201.75,202.8,592084
10/01/2017,204.6,207.4,202.63,203.58,3334816
09/01/2017,204.55,207.38,202.6,204.33,439776
06/01/2017,208,212.1,204.9,205.78,1299422
05/01/2017,197.45,207.48,197.45,205.9,1950314
04/01/2017,196.45,198.23,194.53,196.73,620676
03/01/2017,196.48,200,194.35,195.95,1036640
02/01/2017,197.53,199.5,194.15,195.25,471620
30/12/2016,197.5,203.5,195.1,198,878734
29/12/2016,194.48,199.95,193.25,198,858880
28/12/2016,196.55,200.73,193.05,195.28,1046980
27/12/2016,194.75,199.98,192.7,198.05,2616322
26/12/2016,192.5,200,189,195.28,1308412
23/12/2016,191.23,199,187.5,195.55,1160440
22/12/2016,189,198.5,186.05,193.58,1563912
21/12/2016,178.38,195.8,176.6,190.8,1622238
20/12/2016,183.4,183.65,176.33,178,404112
19/12/2016,187.7,187.7,181.98,183.15,2532816
16/12/2016,182.9,194.38,179.9,189.1,1051426
15/12/2016,177.9,185.93,176.13,184.45,895158
14/12/2016,180.4,180.4,178.13,179.08,442378
13/12/2016,180.53,181.45,177.03,180.63,309894
12/12/2016,176.5,182.3,175.25,180.53,369754
09/12/2016,180.3,181.73,176.15,177.25,526280
08/12/2016,177.9,184,177.9,180.05,475734
07/12/2016,179.88,181.85,176.75,177.68,485280
06/12/2016,181,183.4,179.63,180.25,964866
05/12/2016,183.38,184.95,180.5,181.78,710324
02/12/2016,183.95,186,181.23,184.93,1258520
01/12/2016,183.95,189.23,171.6,184.43,3895116
30/11/2016,181.9,185.25,179.63,184.25,727652
29/11/2016,180.48,182.95,178.5,181.78,1421660
28/11/2016,176.75,183.13,174.98,180.63,666974
25/11/2016,185,185.28,175.83,178.15,1251300
24/11/2016,180,190.33,175.85,186.95,3688092
23/11/2016,181,185.85,179.65,183.25,1744726
22/11/2016,174.8,187.5,172,180.9,2846648
21/11/2016,174.5,176.9,169.98,174.9,1536020
18/11/2016,178.5,180,165.1,174.58,3517224
17/11/2016,163,186.85,158.33,178.78,3782424
16/11/2016,181.15,184.88,158.03,163.38,3457546
15/11/2016,213,213,143.98,177.48,4221250
11/11/2016,215.5,216.4,204.08,205.68,801364
10/11/2016,222.5,236.48,220,222.53,850384
09/11/2016,217.5,223.95,199.38,218.33,1062474
08/11/2016,242,246.95,239.08,240.13,428716
07/11/2016,238.4,243.4,237.9,240.98,287216
04/11/2016,241.5,244.55,231.6,237.3,427776
03/11/2016,245,247.98,239.48,241.95,517110
02/11/2016,246.23,246.23,239.45,241.35,328688
01/11/2016,255.48,255.48,247.5,248.85,338172
30/10/2016,256.25,258.28,254.8,255.55,72646
28/10/2016,254.2,259.95,253.95,255.95,544814
27/10/2016,255.9,258.95,251.1,254.33,601240
26/10/2016,255.5,259,253.38,255.55,599646
25/10/2016,254.4,256.25,252.05,254.48,317764
24/10/2016,255.1,258.43,251.6,254.33,626164
21/10/2016,254.95,256.93,252.5,254.8,323890
20/10/2016,252.5,257.4,251.25,254.63,724938
19/10/2016,251,255.5,249.93,251.85,741910
18/10/2016,246.78,251.95,246.03,249.95,498436
