Date,RELINFRA-EQ O,RELINFRA-EQ H,RELINFRA-EQ L,RELINFRA-EQ C,RELINFRA-EQ V
16/01/2017,504.7,512.7,501.6,510.3,1051823
13/01/2017,512.6,516.5,502.5,505.65,1607191
12/01/2017,508.4,514.6,501,509.9,1556624
11/01/2017,503.85,509.7,501.2,506.05,1587994
10/01/2017,494.5,504.9,494.25,501.3,1529032
09/01/2017,494,495.2,486.45,492.7,1057530
06/01/2017,491,499.4,488.7,492.7,1649903
05/01/2017,487,495.7,486.4,490.7,1471544
04/01/2017,478.5,487,478.5,483,1146232
03/01/2017,480.9,485.45,473,478.4,1782361
02/01/2017,474,482.15,463.1,478.7,1804542
30/12/2016,462,471.45,460.9,467.2,1457090
29/12/2016,451,460.6,448.35,459.3,1437108
28/12/2016,457,460.9,449.25,450.85,1883788
27/12/2016,446,458.2,438.6,456.15,2578420
26/12/2016,477.5,477.5,444.5,446.5,2784748
23/12/2016,482.65,487.7,471.85,477.75,2165907
22/12/2016,496.95,501.3,478.35,482.65,2168779
21/12/2016,501.7,506.5,497.65,500.15,1679567
20/12/2016,503.35,507.55,492.6,498.65,1741739
19/12/2016,488,512.7,487.8,505,3034299
16/12/2016,498,501.85,485.1,487.3,1919109
15/12/2016,484.8,502,482.25,496.65,1993608
14/12/2016,484.5,500.8,480.85,490.8,2082882
13/12/2016,484.45,485.95,475.6,481.9,956883
12/12/2016,490.85,490.95,479.15,482.6,1132267
09/12/2016,483.6,496.7,482.5,492.6,1364009
08/12/2016,477.05,489.9,477.05,482.45,1259780
07/12/2016,480.35,483.15,469.55,472.8,1208372
06/12/2016,475.5,482,472.05,478.35,1262011
05/12/2016,457.2,475.3,457.2,473.95,1438353
02/12/2016,456,466.65,456,459.45,1337891
01/12/2016,482.3,485,466.35,468.8,1997488
30/11/2016,468.8,481.95,468.7,480.15,1888619
29/11/2016,463,470.4,462.65,466.45,1254992
28/11/2016,455.5,470.4,454.6,461.9,1491636
25/11/2016,455.8,463.6,451.4,458.45,1741990
24/11/2016,470.2,470.6,448.1,450.6,2811948
23/11/2016,458,491.1,450.15,478.8,3831798
22/11/2016,455.5,460,434.05,450,2025759
21/11/2016,460,464.45,445.1,449.85,1694894
18/11/2016,455.65,461.05,451.55,456.55,1197317
17/11/2016,453.4,462,451,454.75,1443562
16/11/2016,470,472,449,451.55,1639748
15/11/2016,483,487.9,452.35,458.2,1973772
11/11/2016,494.15,501.85,485.1,490.8,1883704
10/11/2016,496.05,514,492.8,507.8,1881169
09/11/2016,451.75,489.55,426.65,483.3,3774940
08/11/2016,505,505,493.1,501.9,1379663
07/11/2016,502.9,508.65,499,500.4,1345879
04/11/2016,514,520.75,492.65,494.85,2341256
03/11/2016,519.9,527.95,513.1,516.85,2481463
02/11/2016,532.9,532.9,516.4,519.25,1910291
01/11/2016,544.55,547.4,536.7,538.35,1218702
30/10/2016,544.75,546.1,540,542,173608
28/10/2016,543.9,549.4,535.8,543.05,1974791
27/10/2016,551.95,555.4,540.7,542.4,1673772
26/10/2016,571.2,572.2,551.65,555.65,1563810
25/10/2016,579.95,580.85,571.7,574.8,958821
24/10/2016,578,586,576,579.8,1570401
21/10/2016,577,578.8,568.55,575.85,1377745
20/10/2016,574.9,582.75,573,579.6,2135578
19/10/2016,574,576.9,566.55,570,2038279
18/10/2016,561.05,574.9,561,572.6,1828969
17/10/2016,572.95,573.7,555,557,2028774
14/10/2016,567,573.8,564,571.35,2289628
13/10/2016,577,580,557.25,564,2716575
10/10/2016,589.4,594.75,580.5,583,1765625
07/10/2016,585,589.85,580.5,585.65,2406648
06/10/2016,594.95,600.75,578,582.85,3421767
05/10/2016,592,606.4,583.25,590.65,4852390
04/10/2016,602.45,603,583.6,590.15,3194180
03/10/2016,556,600,555,597.3,5999321
30/09/2016,541.8,555.3,533.75,551.25,2793271
29/09/2016,599.6,606.45,534.4,541.6,5429469
28/09/2016,592.1,598.8,590.1,593.75,2282051
27/09/2016,598.95,604.9,588.35,590.85,2826382
26/09/2016,605.1,616.9,592.5,594.95,3603062
23/09/2016,612,621.6,607,608.95,3844337
22/09/2016,597,614.4,595.15,611.95,5054595
21/09/2016,598.65,600.8,586.35,588.6,2125330
20/09/2016,598.4,605.5,592.1,594,2910197
19/09/2016,594,606.7,593,594.7,3219521
16/09/2016,588,614.5,585.35,590,7031740
15/09/2016,595.35,595.35,581.1,583.25,2790414
14/09/2016,582,607.85,580.75,600,4353677
12/09/2016,604.9,605,556.1,577.75,2397830
09/09/2016,619.7,635.7,615.6,617.85,4461690
08/09/2016,616.1,625.35,614.2,617.3,1772027
07/09/2016,618.65,628,613.05,616.2,2476030
06/09/2016,619.9,624.8,616.35,618.6,2804533
02/09/2016,585.95,618.5,584.1,614.8,4605401
01/09/2016,595.6,601.95,581.3,585.5,1992856
31/08/2016,597.8,607.4,593,596.65,2653564
30/08/2016,601.8,606.4,594.45,596.75,2621548
29/08/2016,584.95,603,575.75,599.75,3322783
26/08/2016,599.85,600.95,582.15,584.7,3437721
25/08/2016,605.8,611.9,595.65,598.25,3990013
24/08/2016,601,607.65,593.75,603.5,2294562
23/08/2016,596,609.9,594.15,600.65,3388830
22/08/2016,592.25,599.35,587.5,591.1,1564667
19/08/2016,592.05,602.8,590.5,594.15,2382747
18/08/2016,586.55,595.4,584.75,592.35,1551577
17/08/2016,590,594.4,580,585.1,1581586
16/08/2016,577.55,595.6,568,591.75,2888044
12/08/2016,578,584.9,571.7,580,2204316
11/08/2016,570.95,578.5,560.65,575.2,2012812
10/08/2016,591.8,594.9,569.1,570.75,1661358
09/08/2016,595.4,597.3,582.4,589.3,1537238
08/08/2016,602.1,605.5,590.8,593.8,1863788
05/08/2016,587.85,601,585.1,598.15,2456650
04/08/2016,577.7,588.2,568.7,582,1977290
03/08/2016,584,587.4,570,572,1942530
02/08/2016,600,603.2,577.55,582.35,2463360
01/08/2016,610.7,613,591,598.3,2898292
29/07/2016,579,611,578.65,607.1,6288443
28/07/2016,563.5,577.4,563,573.85,3043744
27/07/2016,560,567.65,551.2,561.6,1860052
26/07/2016,572.7,578.2,559.2,562,2510691
25/07/2016,562,574.25,557.25,570.8,1938805
22/07/2016,552,563,548.05,561.15,1611984
21/07/2016,564,568.7,548.95,550.55,2043370
20/07/2016,558,565.85,557.1,562.5,1883889
19/07/2016,554.05,557.9,546,555.7,1736604
18/07/2016,553.85,570,552,553.75,2098001
15/07/2016,567,568.8,549.25,552.15,1826776
14/07/2016,559.95,567.8,553.55,563.45,1670297
13/07/2016,576.5,579,557.2,560.6,2101192
12/07/2016,579.6,582.85,568.85,574.1,1915850
11/07/2016,570.7,581,569.8,577.2,2210410
08/07/2016,568.3,571.25,558.1,562.5,1792157
07/07/2016,569.95,577.5,567.05,569.5,3617545
05/07/2016,546,570.5,545,567.05,5600797
04/07/2016,548.4,554.4,545.9,548,2764030
01/07/2016,546.15,550.85,542,544.05,1869184
30/06/2016,538,552.45,535.55,545.75,4850207
29/06/2016,525.8,535.75,525,533.1,1953410
28/06/2016,514,524.8,514,523.05,2210623
27/06/2016,503,515.4,502,513.7,1949431
24/06/2016,514.9,518,488.15,506,3729431
23/06/2016,541.35,543.75,532.15,537.45,1536389
22/06/2016,545.4,554.5,539.1,542.6,2796000
21/06/2016,545,548.25,539.25,544.55,1893314
20/06/2016,530.1,546.6,530.1,544.65,2184140
17/06/2016,540,544.45,532.75,536.7,1977729
16/06/2016,537.95,545.8,525.1,533.8,2541199
15/06/2016,537.2,542,531.5,539.5,2049151
14/06/2016,536.35,548.9,536.35,543.5,2285890
13/06/2016,542.25,544.85,530.5,536.35,2209880
10/06/2016,544.5,560.4,542.5,549.8,4438333
09/06/2016,542,554,536.4,546.7,3064234
08/06/2016,533.35,549.25,532.1,540.95,2899701
07/06/2016,534.35,535.5,524.1,530.65,2556177
06/06/2016,527,534.85,522.3,530.9,1752926
03/06/2016,535,537.8,518.45,523.35,1996409
02/06/2016,524.3,534.8,522.8,532.55,1906605
01/06/2016,538,543.6,520.55,525,2582610
31/05/2016,548,548.7,531.7,538.1,1903943
30/05/2016,550,552.9,541,545.95,2790810
27/05/2016,518.4,553.5,518.1,541.7,4833268
26/05/2016,517,518.65,508.8,516.65,2339563
25/05/2016,503,514.9,502.5,513.7,1889033
24/05/2016,504.45,509.1,490.1,498.3,2625711
23/05/2016,508.25,510.9,500.5,504.1,1739861
20/05/2016,504.7,511,500.3,504.95,1995639
19/05/2016,512.3,518,501,502.35,1870354
18/05/2016,506.55,515.05,502.1,513.65,2022063
17/05/2016,515,518.95,508.4,510.55,2288321
16/05/2016,512,515,498.75,512.95,3484570
13/05/2016,536,537.85,507.15,510.8,4120175
12/05/2016,543.5,544.5,533.65,538.3,2909556
11/05/2016,541.35,551.85,537.1,540.6,2685650
10/05/2016,544.95,551.25,535.65,548.35,3166732
09/05/2016,524.5,545,523,543.2,3189863
06/05/2016,518.95,521.8,513.2,520.5,1966264
05/05/2016,517.85,525,510.65,520,2773522
04/05/2016,536.9,538.9,515.1,516.8,2519792
03/05/2016,545.65,555.4,533,535.85,2851601
02/05/2016,539,547.8,535,542.4,2381974
29/04/2016,536.55,541.3,522.6,538.55,2302973
28/04/2016,549.7,555.7,534.4,535.9,2480714
27/04/2016,555.95,560.95,548,550.1,1637877
26/04/2016,545.5,556.2,544.6,553,1735572
25/04/2016,555.95,563.7,542,546.35,3187051
22/04/2016,550.2,560.75,546.75,554,3128073
21/04/2016,565.4,568.95,542.15,550.2,3755906
20/04/2016,563.95,570.85,558.05,562.85,3324502
18/04/2016,572.7,574.45,556,561.75,2366584
13/04/2016,579.35,581.9,571.65,573.15,2530463
12/04/2016,578.15,584.85,570.45,574.35,3503733
11/04/2016,542.1,582.8,542.1,576.85,5765473
08/04/2016,536,546.2,532.6,540.8,2293075
07/04/2016,546.1,548.9,534.05,536.4,2368216
06/04/2016,531,546.65,530,544.5,2322208
05/04/2016,551.35,552.8,533.25,535.55,2807715
04/04/2016,558,564.5,549.4,554.25,2993856
01/04/2016,530.8,557.55,530,555.9,3662623
31/03/2016,533.7,541.6,527.55,533.6,2748587
30/03/2016,527.15,538,524.5,534.35,2351182
29/03/2016,522.1,532,518.45,520.9,2725701
28/03/2016,535,536.95,518.7,522.6,2267378
23/03/2016,537.8,544.75,533.35,536.6,3507906
22/03/2016,513.5,538,509.75,535.95,6230367
21/03/2016,512,515.7,505.5,511.85,2384297
18/03/2016,513,515.4,504.2,510.25,2688880
17/03/2016,507.9,520.6,507,511.45,5019865
16/03/2016,499.5,503.2,482.4,497.05,3644172
15/03/2016,498,508.4,497.65,500.65,2734201
14/03/2016,509,512.7,497.3,500.7,2997849
11/03/2016,506.7,519.75,501.55,504.55,4167872
10/03/2016,519,524.65,504.2,506.85,5160435
09/03/2016,478,523.5,476.55,515.4,7393401
08/03/2016,467.95,489.65,466.55,483.65,4605535
04/03/2016,464.95,472.9,457.65,470.9,4509654
03/03/2016,442.4,463.5,439.9,460.85,5313121
02/03/2016,434.2,445.8,431.75,437.05,3880578
01/03/2016,412.1,431,409.8,428.9,3449610
29/02/2016,413.25,419.9,396.8,409.85,3450721
26/02/2016,413.1,414.75,402,410.9,2884410
25/02/2016,414.9,423.05,405.75,407.95,4828384
24/02/2016,410.15,418.7,408,411.05,2570233
23/02/2016,422.65,427.8,410.25,413.35,3570607
22/02/2016,419.8,426,418.35,422.25,2406802
19/02/2016,411.95,422,411.15,418.2,2799569
18/02/2016,425.75,429.35,405.35,413.75,3593627
17/02/2016,407.1,421.9,394,418.05,4743664
16/02/2016,428.7,432.8,403.55,404.85,3934748
15/02/2016,412,434.8,410,424.7,3019040
12/02/2016,407.15,414,387.5,402.85,4963304
11/02/2016,444.5,446.8,398.5,402.95,5646856
10/02/2016,422.5,444.5,421.5,441.9,6949315
09/02/2016,422.25,432.25,420.15,423.35,3197880
08/02/2016,438,446.5,427.95,432.15,4507373
05/02/2016,420,442.9,413,437.2,6872638
04/02/2016,442.3,443.8,400.3,408.75,5639280
03/02/2016,441,448,431.1,435.35,3830721
02/02/2016,461.2,471,444,449.15,4053394
01/02/2016,475.45,475.45,456.25,460.7,3210382
29/01/2016,457,477.8,452.5,471.2,5353212
28/01/2016,453.25,464,447.65,456.95,8984372
27/01/2016,440.45,454,435.6,451.3,5344769
25/01/2016,464,466,434.3,438.25,4138308
22/01/2016,469,469,451.75,459.5,5085312
21/01/2016,462.2,468.95,445.25,456.85,6878116
20/01/2016,464.4,466,436.15,454.7,5568699
19/01/2016,477.2,488.8,461.5,475.4,7512842
18/01/2016,490,506.65,464.6,471.3,7328283
15/01/2016,537,553.9,482.9,492.9,7774144
14/01/2016,534.8,541.8,517.4,532.25,5270763
13/01/2016,580,582.2,525.35,545.6,9193851
12/01/2016,585.7,590.5,562.85,572.5,4685641
11/01/2016,579.9,593,573.15,584,6439344
08/01/2016,575.7,589.95,574.1,581.2,7163613
07/01/2016,578,584.9,560.4,565.45,6431889
06/01/2016,613.8,614,588.45,592.4,7986489
05/01/2016,605.25,621.9,599.15,613,10174693
04/01/2016,589.45,605.5,575.75,599.95,11328304
01/01/2016,543.95,595.9,541.45,591.75,10506462
31/12/2015,516.95,550,512.79,543.95,19741452
30/12/2015,511.5,517.5,505.2,514.9,5187882
29/12/2015,493.05,511.9,493,508.5,7008636
28/12/2015,494.8,502.6,487.55,491.2,3911714
24/12/2015,462.75,495.9,462,493.2,8975165
23/12/2015,457,461.9,453.1,457.85,1415100
22/12/2015,457.4,463.1,450.5,452.2,1816572
21/12/2015,449.25,456.7,446.4,454.5,1500591
18/12/2015,439,453.85,437.3,450.1,2498499
17/12/2015,439.45,443.45,432.6,442.2,1991820
16/12/2015,425.5,443.9,424.1,436.8,2890155
15/12/2015,421,427.65,418.55,423.15,1596462
14/12/2015,418,424.85,414.35,419.75,1930741
11/12/2015,438.5,438.85,417.15,419.95,2055766
10/12/2015,425.35,438,419.65,435.55,2507946
09/12/2015,429,434.9,418.9,423.2,2337700
08/12/2015,445.05,451,428.05,430.75,1551827
07/12/2015,451.55,455.8,444.3,449,1512041
04/12/2015,454.8,464,446.2,447.95,2451758
03/12/2015,443,463.95,442,456.35,3669395
02/12/2015,450.25,452.6,440.05,445.45,1370989
01/12/2015,453.95,454.35,445.6,449.25,1569483
30/11/2015,428,456.15,426.7,452.05,3441998
27/11/2015,433.05,440.9,427.5,431.95,2183888
26/11/2015,420,434.5,419.4,432.85,2721477
24/11/2015,414,424,413.5,418.5,1933542
23/11/2015,419.9,421.45,413.55,416.55,1620582
20/11/2015,412.5,427.5,407.35,418.1,2851375
19/11/2015,406.6,412.3,401.5,410.55,1543074
18/11/2015,413.6,421,402.6,405.25,2135206
17/11/2015,421.2,421.5,407.5,415.95,2571834
16/11/2015,391.6,419.45,390.4,417.4,3299882
13/11/2015,381,408.8,380.4,394.25,3276341
11/11/2015,383.9,386.8,383,384.9,162931
10/11/2015,394.9,399.2,379.1,380.45,1650314
09/11/2015,380,398.25,372.35,396.15,1642676
06/11/2015,400.35,402.25,382.5,386.5,1453536
05/11/2015,399.35,403.1,395.25,398.65,2176419
04/11/2015,393.5,404.4,393.15,399.35,2749903
03/11/2015,392.7,397.6,388.4,391.3,1688862
02/11/2015,395.1,397,387.4,390.8,1388504
30/10/2015,380,410.6,377.75,396.45,3808414
29/10/2015,380,384.75,377.25,378.25,1483741
28/10/2015,383.25,385.5,379.1,380.85,856593
27/10/2015,380,388.4,379.2,386.35,1316113
26/10/2015,383.9,387.25,379.25,383.55,1107102
23/10/2015,386.65,388.5,378.1,381.4,918176
21/10/2015,383,391.3,378.6,382.6,1535811
20/10/2015,382.5,389.9,380.1,383.2,1675337
19/10/2015,383,386.7,378.25,382.15,1299537
16/10/2015,375,386.75,373,381.75,1956390
15/10/2015,371.1,377.7,371,374.45,1185213
14/10/2015,372,377.9,368.2,369.65,1286029
13/10/2015,363.85,375.95,363,372.2,2185811
12/10/2015,365,373,361.15,364.45,1454559
09/10/2015,368.5,370.7,361.65,363.9,937765
08/10/2015,369.8,372,361.2,365.35,1835387
07/10/2015,358,370.6,355.2,365.55,2296173
06/10/2015,359.55,362.75,353.85,357.95,1201941
05/10/2015,351,359.65,350.25,357.65,1289198
01/10/2015,351.4,357.6,346.5,348.3,1769518
30/09/2015,351.6,354.6,345.2,347.9,1930732
29/09/2015,339.55,353.5,333.15,349.2,2230341
28/09/2015,339.7,348.5,337.35,346.35,1557737
24/09/2015,333.05,341,327.05,337.35,2768885
23/09/2015,321.35,338.3,321.35,336.9,1671622
22/09/2015,341.35,342.95,324.3,327.25,2071516
21/09/2015,340.65,342.25,335.55,338.2,2411163
18/09/2015,343.2,350,334.95,342.75,2703567
16/09/2015,345.95,347,337.6,340.5,1482359
15/09/2015,352.95,355.4,343.05,345.6,1486887
14/09/2015,343.8,358.8,341.6,355.9,2047926
11/09/2015,346.05,352.35,338,341.4,1634183
10/09/2015,334,348,328.4,344.6,2034293
09/09/2015,335,344.5,330.4,341.05,1667737
08/09/2015,327.9,332.8,312.5,327.8,1997730
07/09/2015,325,331.75,320.8,325.85,1542026
04/09/2015,337.5,337.6,320,322.89,2109403
03/09/2015,339.9,342.9,334.45,339.2,1235871
02/09/2015,336,344.65,331.2,335.65,1921865
01/09/2015,335,339.5,330.05,333,1729692
31/08/2015,339.5,347,332.65,341.55,2299739
28/08/2015,358.7,358.7,336,341.8,3034413
27/08/2015,339.5,362,330.8,353,3586120
26/08/2015,304.6,342.5,300.1,337.2,4804425
25/08/2015,307,314.55,281.55,309.55,4253641
24/08/2015,337.9,339.5,291.2,299.35,3150998
21/08/2015,344,354.8,338.05,352.6,1793808
20/08/2015,364,365.8,348.1,350.5,1674425
19/08/2015,366,370.8,362.8,365.85,1058418
18/08/2015,371.1,374.2,363.15,366.85,1382166
17/08/2015,372.1,376.4,362,370.9,1653275
14/08/2015,365,374.8,357,371.5,2077795
13/08/2015,383.2,392.1,356.7,362.4,2683050
12/08/2015,400,402.3,378.2,380.55,1629647
11/08/2015,406.45,409.8,397.5,401.85,1381898
10/08/2015,420,422.6,401.4,407.05,1275192
07/08/2015,423.05,426.9,416.1,419.1,1478264
06/08/2015,431.45,435,423.25,424.85,1502559
05/08/2015,424.9,435.5,424.9,428.05,1778184
04/08/2015,424.3,433.75,417.2,423.9,2124652
03/08/2015,415.9,429,412.75,423.55,1552541
31/07/2015,413.65,422.7,409.75,414.6,1928679
30/07/2015,392.5,415.8,391,411.5,3071393
29/07/2015,391.5,393.8,382,389.25,1114773
28/07/2015,389.8,394.7,383.45,390.25,1534846
27/07/2015,409,411.1,387.65,390.35,1458356
24/07/2015,418,421.4,408.65,411.1,1133713
23/07/2015,420.2,424.5,413.5,418.4,1533238
22/07/2015,405,420.4,404,418.65,1305101
21/07/2015,425,426.6,405.7,408.1,1445120
20/07/2015,426.3,431.8,423.95,426.65,2090788
17/07/2015,413.6,429.55,412.75,424.55,2597334
16/07/2015,412.95,417.2,410.05,412.5,1544820
15/07/2015,410.4,415.4,407.1,408.6,1330859
14/07/2015,414,416.5,406.85,408.95,1675557
13/07/2015,404.8,419.75,404.3,414.45,2758649
10/07/2015,413.35,417.3,401,403.05,2071119
09/07/2015,405.9,418.2,400.75,411.25,2817314
08/07/2015,403.9,409.15,393.3,403.5,2913104
07/07/2015,390.15,413.7,389.8,410.95,3691115
06/07/2015,379.15,391.45,374.4,390,1344438
03/07/2015,386.5,392.2,382.2,385.05,1090649
02/07/2015,392,396.1,386.1,388.15,1258955
01/07/2015,388.45,396,387.25,390,1881109
30/06/2015,378.2,392.5,378.2,388.45,2470352
29/06/2015,371.2,384.45,368.15,381.55,2289460
26/06/2015,376.5,393.25,370.75,386.75,3450622
25/06/2015,367,382.6,363.05,377.85,1989762
24/06/2015,377,378.85,366.05,368.8,1588702
23/06/2015,378.7,382.6,372.6,377.35,1738344
22/06/2015,365.25,380.4,365,376.95,1856210
19/06/2015,368.35,368.45,358.4,363.5,1550088
18/06/2015,362,371.05,360.5,364.95,1973760
17/06/2015,360,366.4,356,361.45,1631086
16/06/2015,364.8,364.8,350.7,357.95,2778163
15/06/2015,364.45,368.6,360,365.5,1759832
12/06/2015,361,364.8,353.75,361.95,1913327
11/06/2015,377,378.9,357.35,359.9,1890236
10/06/2015,374.5,381.5,370.15,374.7,2441908
09/06/2015,368.8,377.4,366.5,372.65,2199169
08/06/2015,377,379.5,361.3,369.3,1994956
05/06/2015,367,382.9,367,375.75,2442876
04/06/2015,375.2,376,361.05,370.75,3080609
03/06/2015,402.95,403.75,347,373.55,3824773
02/06/2015,411,413.45,400.9,402.55,2195538
01/06/2015,410.95,416.7,406.8,408.8,1712746
29/05/2015,417.5,423.55,401.5,409.35,11854444
28/05/2015,428.4,429.9,410.5,416.7,2892388
27/05/2015,424,429.3,417.7,421.3,2308325
26/05/2015,433.9,435.95,425.3,427.45,2116867
25/05/2015,446.4,448.8,430.2,432.45,1781626
22/05/2015,448.8,455,440.65,446.6,1974399
21/05/2015,454,454.7,443.7,448.05,1842179
20/05/2015,457,460.6,446.9,452.8,2506231
19/05/2015,439,459.65,436,457.35,2093621
18/05/2015,435,443.55,429.1,440.7,1773860
15/05/2015,435,441.8,428.6,435.2,1663896
14/05/2015,419.15,439.5,412.25,434.45,2871742
13/05/2015,399.4,426.6,398,422.8,3622466
12/05/2015,410.75,411,399.35,402.05,2767740
11/05/2015,406.7,415,405.5,412.85,1790883
08/05/2015,401.45,409.8,398.1,404.45,1782948
07/05/2015,409.8,411,392.1,396.4,1879673
06/05/2015,440.7,444,408.3,411.3,2406511
05/05/2015,437,447.4,434.4,442.9,2307976
04/05/2015,417.9,435.95,415.05,434.9,1673266
30/04/2015,410,417.45,407.05,414.5,2477023
29/04/2015,418,418.8,409.6,412.25,1243209
28/04/2015,409.7,421.9,405.2,418.9,1770474
27/04/2015,428.9,429.3,408,410.55,1436392
24/04/2015,426.8,430.8,422.35,426.1,1856503
23/04/2015,434.1,437.1,423.85,425.7,1826014
22/04/2015,427,433.8,420.6,431.9,2239123
21/04/2015,430.9,435.85,421.95,424,2167749
20/04/2015,455,456.3,430,431.55,1623290
17/04/2015,454.8,464.35,450.3,453.25,1649879
16/04/2015,463,465,450.2,454.95,1762519
15/04/2015,473.6,481,460.2,464.2,2047236
13/04/2015,475,478.5,466.1,471.85,1824187
10/04/2015,455,482.95,451.1,474.15,3293585
09/04/2015,457.4,459.9,448,455.6,1653255
08/04/2015,444.9,460.5,439.55,453.95,2240525
07/04/2015,435,445.2,426.3,443.15,2054644
06/04/2015,436.2,437.5,421,431.4,2346346
01/04/2015,433.5,444,429.5,442.4,1041266
31/03/2015,436,440.4,429,433.8,1640081
30/03/2015,424.5,435,424.5,433.55,1035660
27/03/2015,429.3,433.45,416,421,2258790
26/03/2015,424.1,433.75,422.7,425.1,1817375
25/03/2015,427,430.4,421.5,427,1428387
24/03/2015,433,435,420.3,424.9,1804957
23/03/2015,431.1,438.65,427.55,434.05,2196803
20/03/2015,450.7,453.5,435,436.4,2124185
19/03/2015,460,468.9,451.25,454.6,2092858
18/03/2015,454.35,460.8,450.05,453.85,1660627
17/03/2015,458.2,462.2,448.1,457,1970987
16/03/2015,464.15,465.15,451.4,454.6,1354473
13/03/2015,490,495.6,460.3,462.4,2720554
12/03/2015,462,486.95,461.8,484.55,2751280
11/03/2015,459,463.4,453,459.25,1678507
10/03/2015,468,471.5,453.3,458.25,1736379
09/03/2015,486,488.65,465.15,467.45,1747751
05/03/2015,482.45,492.5,479.35,490.05,4132334
04/03/2015,500,507.9,471,475.4,3731895
03/03/2015,483,498.8,480.65,494.5,2873570
02/03/2015,479.3,486,468.45,479.45,2022963
27/02/2015,459.9,474.9,457.3,473.2,2071597
26/02/2015,452.85,464.9,450.05,455.75,2485101
25/02/2015,457.3,461,454,457.25,1358363
24/02/2015,458.9,461.8,449,455.7,1817865
23/02/2015,465.05,473.25,456,459.9,1946904
20/02/2015,470.15,475.5,463.2,465.95,1951489
19/02/2015,461,472.65,448,468.85,2244515
18/02/2015,452.95,463.35,448.8,457.35,1907976
16/02/2015,452.9,459.8,447.5,450.6,2178005
13/02/2015,444.95,454.5,439,446.7,2195137
12/02/2015,425.35,444.7,425.35,441.65,3815787
11/02/2015,424.45,428.15,415.65,421.9,2383284
10/02/2015,410,432.8,400.35,421.35,5239287
09/02/2015,445.7,445.7,417.5,419.35,3199910
06/02/2015,469.7,475.85,453.6,458.8,2080196
05/02/2015,498.5,500.1,466,469.8,2429948
04/02/2015,502.3,509.3,494.45,497.8,2090857
03/02/2015,520,521.04,498.75,500.8,2243651
02/02/2015,506.5,521.95,503.4,517.25,2257809
30/01/2015,482,514.29,482,508.25,4284961
29/01/2015,481.95,484.3,476.05,479.5,1219310
28/01/2015,482.8,487.7,474.1,481.05,1641798
27/01/2015,487,489.95,477.2,483.1,1660616
23/01/2015,483,488.2,465.3,484.25,3265868
22/01/2015,483,487.5,472.25,477.1,1785509
21/01/2015,498.4,499.35,479.5,482.6,1869280
20/01/2015,492,500.65,490.15,495.45,1807424
19/01/2015,486.25,495.8,486,490.05,1242509
16/01/2015,484.4,494.85,476.65,485.75,1988487
15/01/2015,476,489.8,466.35,486.85,2801539
14/01/2015,479,479.5,458.8,462.1,2318205
13/01/2015,486.35,492,472.25,475.95,1859062
12/01/2015,485,491.95,478.2,485.05,1474108
09/01/2015,495.35,498.2,478.2,485.35,2059545
08/01/2015,485,494.6,480.1,488.55,2379775
07/01/2015,487,491,472.5,476.7,2064801
06/01/2015,509.9,510,485.05,487.55,2099712
05/01/2015,518.9,523.79,512,515.04,1325028
02/01/2015,512.29,526,511.25,518.04,1738267
01/01/2015,509.1,516,507.65,512.25,833198
31/12/2014,508.35,516.9,506.55,512.05,1310816
30/12/2014,509,511.9,502.7,508.8,1777141
29/12/2014,496.6,519,496.5,507.55,2456847
26/12/2014,500.05,501,490.1,496.05,1462812
24/12/2014,487.65,506.5,485.85,498.5,3090700
23/12/2014,506,507.45,486.4,490.45,2128956
22/12/2014,492.5,509.45,486.2,506.75,2283928
19/12/2014,510.55,514.95,490.3,492.75,1992125
18/12/2014,491.1,507.85,491.1,504.85,2311868
17/12/2014,493,499,472.2,481.1,3520336
16/12/2014,518.9,526.6,493.6,496.8,2501041
15/12/2014,522.8,531.55,517.2,524.15,1865902
12/12/2014,549.1,554.25,525,529.1,2442361
11/12/2014,561,565,544.3,547.45,1969133
10/12/2014,552,566,548.25,562.65,2041465
09/12/2014,568.2,577.4,551.5,553.15,1687724
08/12/2014,587.1,593,570.05,572.55,1746068
05/12/2014,598,600.55,584.5,587.65,1783648
04/12/2014,606.7,612.8,591.5,595.85,1898530
03/12/2014,603.35,615.6,601,606.05,1750564
02/12/2014,589,610,585.75,606.1,2108584
01/12/2014,606,610.35,590.1,594.95,1685643
28/11/2014,600,617.4,600,609.6,2545320
27/11/2014,600.1,611.6,594.2,597.9,2822358
26/11/2014,590,607.2,584.65,599.15,2650441
25/11/2014,617.3,617.3,580.15,586.5,2730166
24/11/2014,628.55,632.4,614.3,618.3,1397235
21/11/2014,626.55,639.5,620.55,623.75,1563172
20/11/2014,639.7,640.95,618.55,626.5,1723781
19/11/2014,661.95,671.9,635.05,638.95,3594724
18/11/2014,639,662.35,639,657.25,3644009
17/11/2014,615.2,641.75,615.2,638.45,1967409
14/11/2014,624,626.4,610.65,621.1,1948213
13/11/2014,639,644.55,615.5,620.9,1602582
12/11/2014,645.5,648.4,632.35,636.7,1749766
11/11/2014,643.95,651.8,631.5,643.25,2216755
10/11/2014,633,649.6,633,640.85,2170968
07/11/2014,630.75,643.15,625.05,629.35,1862934
05/11/2014,653,656.6,629.35,632.05,2247798
03/11/2014,640,657.3,636.2,649.15,2177882
31/10/2014,605,641.7,602,637.2,4157925
