Date,TORNTPOWER-EQ O,TORNTPOWER-EQ H,TORNTPOWER-EQ L,TORNTPOWER-EQ C,TORNTPOWER-EQ V
07/10/2014,132,133.65,130.2,131,285160
01/10/2014,136.8,137.4,133.05,133.3,205649
30/09/2014,137.6,139.95,135.4,136.1,305617
29/09/2014,138.35,141.5,136.25,137.45,402043
26/09/2014,134.8,139.7,132.05,138.25,524210
25/09/2014,141.2,142.05,132.25,134.35,472708
24/09/2014,139.2,144.1,134.8,141.6,1238737
23/09/2014,146.4,149.7,138.9,139.75,1042890
22/09/2014,151,151.95,145.25,146.05,725264
19/09/2014,155.7,157.2,151.25,151.95,721675
18/09/2014,151,158.5,150,154.85,855544
17/09/2014,158,159.45,148.5,152.1,830986
16/09/2014,166.25,170.7,153.65,155.45,1138684
15/09/2014,164.8,168.7,159.55,167.25,885227
12/09/2014,170.75,173.2,163.1,164.6,759768
11/09/2014,167.7,173.25,166.85,169.85,2135086
10/09/2014,156.65,168.4,154.5,166.3,2954074
09/09/2014,159,160.7,154.75,156.8,1297810
08/09/2014,141.4,163.4,141.4,162.05,4845001
05/09/2014,142.1,145.5,140,141.1,885479
04/09/2014,135,142,135,141.25,1449536
03/09/2014,138.65,139.45,135.55,136.3,445168
02/09/2014,139.8,141.35,136.7,138.5,968054
01/09/2014,134.8,139.5,133.5,138.15,777493
28/08/2014,137.8,138.3,133.5,134.05,792472
27/08/2014,134,138.4,132,136.95,2579729
26/08/2014,130,130,126.5,128.05,464262
25/08/2014,127.5,136.7,127.5,130.45,2223553
22/08/2014,126.95,129.85,126.95,128.3,706057
21/08/2014,130.8,133.8,125.5,126.15,1060640
20/08/2014,127.25,133.75,125.15,130.65,1730021
19/08/2014,127.5,129.9,127.15,127.75,663648
18/08/2014,122.6,128.9,122.6,126.9,417131
14/08/2014,123.5,125.35,122.6,123.65,467546
13/08/2014,126.5,128,120.55,124.2,314207
12/08/2014,125.6,129.1,124.5,127.75,420012
11/08/2014,124.25,127,124,124.95,237879
08/08/2014,129,129,121.5,123,808709
07/08/2014,133.45,134.25,130.5,131.15,257567
06/08/2014,134.05,137,132.8,133.35,468113
05/08/2014,135.55,137.7,134,135.1,405533
04/08/2014,134.05,138,133.7,135.1,280921
01/08/2014,137.8,139,133,133.55,577151
31/07/2014,143.35,145.2,139.4,140,416630
30/07/2014,147,148.35,141.55,142.45,778970
28/07/2014,142.65,145.8,141,141.85,379810
25/07/2014,148.5,148.7,140.3,141.75,497192
24/07/2014,145.15,150.5,143.05,147.85,479385
23/07/2014,149.7,150.3,144,145.1,469935
22/07/2014,155.8,158,148,148.7,581919
21/07/2014,153.25,159.6,153.25,155.35,581772
18/07/2014,151.25,155.6,148,154.75,663631
17/07/2014,149.05,153.65,148,151.7,538873
16/07/2014,146.55,151.9,146.3,150.05,608425
15/07/2014,143.5,149.45,143.5,147.85,546523
14/07/2014,139.1,143.7,136.75,141.35,1015472
11/07/2014,150,154.5,141.6,143.4,473589
10/07/2014,146,159.6,142.5,150.6,935568
09/07/2014,152.4,152.4,140.05,146.05,627245
08/07/2014,156.5,156.7,150,151.7,1054750
07/07/2014,155.5,159.6,154.7,155.45,792940
04/07/2014,159.85,161.95,153.9,155.9,1313189
03/07/2014,165.1,165.95,158.15,159.35,638239
02/07/2014,161.35,167.65,159.7,164.65,1500449
01/07/2014,161,163.9,158.4,160.5,622776
30/06/2014,154.25,161.9,154.25,159.85,715934
27/06/2014,157.15,159,153.75,154.6,337856
26/06/2014,158,160.9,156.15,156.85,364198
25/06/2014,159.9,161.5,157.15,158,318347
24/06/2014,154.5,165.4,154.5,158.8,1244015
23/06/2014,153,155,152.3,154.25,272033
20/06/2014,154,157.85,151.1,151.9,479469
19/06/2014,156.55,158.75,153.55,154.45,389231
18/06/2014,158,163.4,153.1,156.5,675208
17/06/2014,155.5,160.9,155.3,158.85,437060
16/06/2014,158.1,159.2,152,156.9,558439
13/06/2014,168.85,169.7,157,159.65,673768
12/06/2014,167.5,170.9,164.15,168,1047748
11/06/2014,164.8,170.85,163.1,167.35,1607684
10/06/2014,169,169.75,162.1,163.25,718866
09/06/2014,166.1,169.8,164.65,168.05,741254
06/06/2014,169.95,171,165.2,165.95,721969
05/06/2014,169.3,172.4,165.55,169.1,1544953
04/06/2014,157.05,169.75,157.05,167.7,2743740
03/06/2014,158.8,160.7,155.8,157.15,531385
02/06/2014,157.1,159.8,153,157.5,1010402
30/05/2014,155.8,159.6,153.5,157.1,819216
29/05/2014,163,163.25,153.4,154.55,944732
28/05/2014,156.75,163.7,155.65,162.1,1638928
27/05/2014,150.7,163.9,143,155.45,2538087
26/05/2014,160,168.5,137,151.1,2540662
23/05/2014,160,162,155.6,158.9,1467850
22/05/2014,160.4,166.85,158.35,160.45,3260552
21/05/2014,141.75,164.95,138.2,158.15,6516764
20/05/2014,139.65,144.8,135.5,140.8,2862603
19/05/2014,130.15,139.95,129.65,137.15,3503082
16/05/2014,134.5,136.25,127.25,128.75,2000173
15/05/2014,129.25,136,127.25,129.8,3773338
14/05/2014,132,134.75,127,128.05,1921577
13/05/2014,141.5,147.6,128.4,130.45,5668269
12/05/2014,120.35,142.65,120,140.55,10059180
09/05/2014,109.5,119.95,108.1,118.9,4887315
08/05/2014,110,111.35,106.9,109.6,858320
07/05/2014,108.9,112.9,107.2,109.15,2429515
06/05/2014,103,109.3,103,107.9,1970838
05/05/2014,102.45,103.95,101.4,101.85,335979
02/05/2014,105,106.9,102.4,102.8,341844
30/04/2014,104.4,108.4,102,104.3,1790131
29/04/2014,101.8,105.9,100.8,103,658644
28/04/2014,102.3,102.8,97.75,102.05,719933
25/04/2014,105,105.45,101.65,102.35,522488
23/04/2014,105.6,107.75,104.35,104.95,426831
22/04/2014,107.5,109.75,106,106.45,499839
21/04/2014,107.5,110.5,105.2,107.9,1270120
17/04/2014,102.9,107.7,102.35,106.8,1397819
16/04/2014,103.65,106.45,101.75,102.35,975913
15/04/2014,107.4,108.9,104.1,104.5,1007760
11/04/2014,103.45,107,101.85,106.15,1525159
10/04/2014,103.4,107,102.6,103.65,2824637
09/04/2014,98,103.6,97.1,101.85,3679430
07/04/2014,96.8,98.5,93.75,96.75,1853723
04/04/2014,92.5,97.6,92.5,96.2,2646077
03/04/2014,93.15,94.85,92.25,93.4,1848262
02/04/2014,93.5,95,92.5,92.85,1618376
01/04/2014,95.3,95.45,92.55,92.9,972403
31/03/2014,92.9,95.4,90.6,94,2248974
28/03/2014,90.05,93.95,90,92.1,2572089
27/03/2014,87.9,91.5,87.6,89.35,2273524
26/03/2014,83.8,89.5,83.8,87.4,3371101
25/03/2014,84.5,85.75,83.2,83.7,528795
24/03/2014,87.9,88.95,84.5,84.75,1391496
21/03/2014,81.2,81.6,80.2,80.6,423995
20/03/2014,81,82.2,80.2,80.5,710494
19/03/2014,79.85,82.5,79.85,80.85,1127941
18/03/2014,80.35,81,79.05,79.5,493675
14/03/2014,83.35,83.7,80.3,80.8,590456
13/03/2014,85.5,86.2,83.05,83.35,520233
12/03/2014,86.6,88.2,85.1,85.4,955654
11/03/2014,86.15,89,85.95,86.3,1579086
10/03/2014,85.9,87.55,85.4,85.9,768318
07/03/2014,85.95,88.8,84.3,85.95,1482965
06/03/2014,83.7,90.5,83.2,85.2,3080655
05/03/2014,83.3,85,82.15,82.95,497668
04/03/2014,82.7,83.8,82.1,82.45,335555
03/03/2014,83.35,84.75,81.4,82.5,124600
28/02/2014,83.15,84.2,82.1,83.35,118797
26/02/2014,83.65,84.4,82.1,82.95,136504
25/02/2014,85.5,86.25,83.5,84.05,137969
24/02/2014,85.8,87.85,84.7,85.1,219573
21/02/2014,86.9,87.4,84.3,84.9,176096
20/02/2014,87.4,88.3,86.2,86.5,239203
19/02/2014,85.1,89.2,85.1,86.85,379923
18/02/2014,84.9,86.45,84.55,85.05,215331
17/02/2014,85.75,86.8,85,85.75,111215
14/02/2014,87,89.15,84.75,86.25,153908
13/02/2014,89.85,90.35,86.5,87.25,237691
12/02/2014,91.65,92.65,89.1,89.85,163970
11/02/2014,92.8,94.7,92,92.15,102137
10/02/2014,95.9,95.9,93.05,93.7,84097
07/02/2014,96.3,96.9,94,94.55,129509
06/02/2014,95,98,94.5,95.35,226762
05/02/2014,92.15,96.5,92.15,94.4,185113
04/02/2014,92.5,93.65,91,92.5,213993
03/02/2014,96,98.8,91.5,92.65,282807
31/01/2014,94.1,96.75,94.1,94.9,147964
30/01/2014,96.4,96.4,93.5,94.7,129362
29/01/2014,98.8,100.25,97.15,97.55,159443
28/01/2014,98.3,101,97,98.3,156945
27/01/2014,105.9,105.9,98.6,99.3,233012
24/01/2014,111.35,111.35,106.6,107.1,124459
23/01/2014,111.5,112.7,109.7,110.5,189240
22/01/2014,107.4,113.4,107.4,112.1,641915
21/01/2014,108,109.6,107,107.6,155197
20/01/2014,107.2,110.5,107.2,109.1,157175
17/01/2014,109,109.75,107.25,108.4,189723
16/01/2014,110.45,110.75,108.1,109,199445
15/01/2014,109,111.75,108.15,109.95,317782
14/01/2014,105.5,110.8,105.5,109,415281
13/01/2014,107,108.4,105.5,106.6,233722
10/01/2014,111.7,113.5,106.6,107.4,319200
09/01/2014,113,113.2,110.2,110.6,216677
08/01/2014,113.1,114.85,111.5,112,245699
07/01/2014,112,115.4,111,112.65,527418
06/01/2014,111.45,112.85,107.25,111.2,279340
03/01/2014,114.1,115.45,108.1,110.25,513782
02/01/2014,119,120,113,114,345979
01/01/2014,120.25,121.6,117.65,118.45,636773
31/12/2013,117.35,122.85,115.8,119.95,1124691
30/12/2013,118.4,118.8,115.15,115.85,281170
27/12/2013,119,120.8,116.2,117.95,413723
26/12/2013,115,121.8,114,118.95,1060490
24/12/2013,116.6,117.85,114.25,114.9,367589
23/12/2013,113.1,118.2,111,115.9,868802
20/12/2013,109.85,113.4,109.5,112.6,679819
19/12/2013,112.05,113.35,110,110.8,352540
18/12/2013,109.2,114.3,108.05,111.85,889783
17/12/2013,105.5,114.2,105.5,109.4,1588129
16/12/2013,108.15,108.95,104.25,105,602425
13/12/2013,114.2,115.95,108.15,109.3,703932
12/12/2013,119.2,120.9,114.75,115.3,585755
11/12/2013,121.3,124.85,119,119.75,656603
10/12/2013,126.55,127.75,117.65,121.3,888610
09/12/2013,133.05,134.35,126.35,127.1,721865
06/12/2013,122.3,131.5,121.4,129.05,2278932
05/12/2013,126,126.9,122.7,123.4,306476
04/12/2013,127.65,127.95,122.05,123.8,473527
03/12/2013,123.85,129.9,123.15,126.95,1405405
02/12/2013,124,125.9,121.3,123.15,484944
29/11/2013,123.3,129.2,122.05,124.9,1531210
28/11/2013,127.3,127.4,120.05,122.15,1476559
27/11/2013,123.6,132.45,123,127.1,7216042
26/11/2013,103.05,122.6,101.65,121.6,6492861
25/11/2013,101.6,103.5,100.9,102.2,190960
22/11/2013,102.5,103.7,100.05,101.2,267801
21/11/2013,101,105.4,100.05,101.5,547264
20/11/2013,105.5,106.5,101,101.55,384078
19/11/2013,107,107.3,103.5,104.7,303188
18/11/2013,106.9,109.7,103.3,107.35,843887
14/11/2013,101,106.3,100,105.25,1165983
13/11/2013,98.2,102.9,97,99.65,817656
12/11/2013,94.75,103.85,92.8,98.45,1556493
11/11/2013,95.6,101.5,93.55,94.1,580490
08/11/2013,102.55,103.5,96.75,97.9,715321
07/11/2013,108.1,108.6,101.25,102.55,1370995
06/11/2013,96,114.4,95.15,106.9,6167832
05/11/2013,84,98.75,82.15,96.8,2349725
01/11/2013,83.25,85,81.75,82.75,217917
31/10/2013,85.9,86.9,83.25,84.2,416108
30/10/2013,76.1,86.3,76.1,84.05,1539587
29/10/2013,76.25,78.5,75.8,77.7,236314
28/10/2013,78.85,79.6,76.2,76.9,89687
25/10/2013,80,80.4,78.4,78.85,93531
24/10/2013,81.8,82.6,79.1,79.6,230982
23/10/2013,83.1,83.85,80.1,81.1,317446
22/10/2013,79,83.8,79,82.6,734610
21/10/2013,76.3,79.9,76.3,79.35,271598
18/10/2013,76,78,76,76.8,121649
17/10/2013,77.8,78.4,76.2,76.5,128802
15/10/2013,79,80.8,77.35,77.7,330741
14/10/2013,79.4,79.75,76.1,77.55,161184
11/10/2013,80.55,81.7,78,79.2,335370
10/10/2013,79.75,81.7,78.75,79.55,761528
09/10/2013,75.8,81.2,75.2,79.65,1593672
08/10/2013,72.05,77.5,72,75.7,1180918
07/10/2013,71.25,72.3,71.15,71.7,81234
04/10/2013,71.1,73,71.1,71.55,156171
03/10/2013,70.8,72.45,70.35,71.45,173262
01/10/2013,70.1,71.7,70.1,70.75,125958
30/09/2013,71,71.7,70.2,70.55,108439
27/09/2013,71.85,73.5,71.4,72.05,352053
26/09/2013,71.65,72.45,71.45,71.85,183256
25/09/2013,70.85,72.15,70.3,71.25,144697
24/09/2013,71.7,72.9,70.9,71.15,115786
23/09/2013,71.9,73.5,71.25,71.7,170234
20/09/2013,72.25,74.2,70.25,72.1,426332
19/09/2013,70.4,73.45,69,72.3,1057364
18/09/2013,70.5,71.7,68.5,69.1,388899
17/09/2013,72.3,72.4,70.1,70.35,196035
16/09/2013,74.4,74.45,72.1,72.3,180254
13/09/2013,73.8,74.6,72.6,73.15,550024
12/09/2013,73.5,75.5,73.1,73.6,559891
11/09/2013,74.5,74.95,72.7,73.05,407708
10/09/2013,74.5,77.45,73.7,74,418800
06/09/2013,75.15,76.45,73.6,73.85,498484
05/09/2013,75.05,77.25,73.7,73.95,329486
04/09/2013,73.95,76.9,73.6,73.9,219123
03/09/2013,76.1,80.45,72.8,73.6,644129
02/09/2013,74.1,76.3,73.7,74.25,115182
30/08/2013,77.3,77.7,74.2,75.05,75381
29/08/2013,75.55,78,75.05,75.9,85899
28/08/2013,76,79.8,73.6,75.4,125754
27/08/2013,77.05,80.75,75,75.65,304964
26/08/2013,78,80.55,76.8,77.4,150032
23/08/2013,76.15,80,76.15,77.85,152944
22/08/2013,76,79.8,75,76.7,141098
21/08/2013,79,83.15,76.1,76.55,382450
20/08/2013,75.45,83.35,73.5,78.3,476693
19/08/2013,78.8,80,75.6,76.5,157205
16/08/2013,81,86.4,78,79.2,362050
14/08/2013,82.8,86.55,79.05,81.95,539722
13/08/2013,85.6,96.9,81.85,83.2,2581324
12/08/2013,68.85,82.55,68.85,82.55,573494
08/08/2013,71.9,71.9,68.5,68.8,86685
07/08/2013,68.2,70.4,68.2,68.85,73778
06/08/2013,68.5,68.95,66.6,68.15,48099
05/08/2013,73.5,73.5,68.75,69.35,66971
02/08/2013,73.95,74.5,70,71.1,44206
01/08/2013,74.05,76.1,72.45,74.2,59694
31/07/2013,78,78,74,74.35,88721
30/07/2013,82.65,83.45,78.25,78.9,44393
29/07/2013,85,85.85,82,82.6,31157
26/07/2013,89,89,85.25,85.65,87965
25/07/2013,92,92.85,89.5,90.05,40512
24/07/2013,92.1,93.55,91.75,92.7,42669
23/07/2013,94.65,95.55,92.5,92.75,44142
22/07/2013,97,97.25,94,94.65,37579
19/07/2013,99.2,99.75,96.65,97.05,37007
18/07/2013,99.25,100.85,98.4,99.15,34342
17/07/2013,100.3,102.6,99.55,100,47446
16/07/2013,101.1,103.6,98.5,100.1,100518
15/07/2013,102.55,105,101.4,101.7,53849
12/07/2013,104.05,106,102.25,102.6,54737
11/07/2013,106.5,108.2,104.5,105.1,47627
10/07/2013,106,107.25,104.7,105.4,47944
09/07/2013,106.2,107.85,105.2,105.7,24092
08/07/2013,105.75,106.55,104.3,106.15,33222
05/07/2013,106.85,108.25,106.1,106.6,29339
04/07/2013,106.8,108.75,105.6,106.35,41561
03/07/2013,109,109.5,105.1,106.7,35113
02/07/2013,112.2,112.8,108.6,109.7,41908
01/07/2013,108.75,114.9,108.55,112.15,197786
28/06/2013,107,110.25,107,108.85,56888
27/06/2013,108.35,112.5,108.35,108.8,58316
26/06/2013,107.75,110.2,106.8,108.75,35391
25/06/2013,109.5,109.5,104.5,106.55,70235
24/06/2013,116,116,109.2,109.85,56246
21/06/2013,121,121.8,115,115.65,87472
20/06/2013,124.3,124.3,120,122.1,303956
19/06/2013,126.15,126.95,123.3,124.3,32823
18/06/2013,122.85,127.8,122.85,126.3,74649
17/06/2013,124.5,128.65,122,123.85,64444
14/06/2013,125,127.8,125,126.35,141395
13/06/2013,124,127,123.05,125.05,70744
12/06/2013,127.85,127.85,124.6,125,46272
11/06/2013,131.25,131.35,126.5,127.05,59769
10/06/2013,130.2,133.4,130.2,131.25,246680
07/06/2013,130.15,134.65,130,131.7,82020
06/06/2013,131.8,131.95,130,131,45313
05/06/2013,131.95,134,130.9,132.85,165946
04/06/2013,125.7,133.35,123.3,130.85,137249
03/06/2013,127,129.8,125,125.65,38137
31/05/2013,130,131,125.8,126.7,68467
30/05/2013,134,134,130.1,130.9,98399
29/05/2013,134.8,136.8,134.2,135.05,93872
28/05/2013,133.75,137.95,132.55,134.5,1228318
27/05/2013,131,133.85,131,132.9,53682
24/05/2013,131,134.35,129,132.9,99534
23/05/2013,134.5,136.65,130.75,131.55,59843
22/05/2013,137.65,137.7,134.5,135.35,61957
21/05/2013,139.1,140.7,136.05,136.45,115979
20/05/2013,137.5,142.55,137.5,139.1,183864
17/05/2013,138,138.6,136.3,136.95,53393
16/05/2013,135.5,139.4,135.25,137.55,136093
15/05/2013,135.85,137,134.5,135.15,73641
14/05/2013,135.1,137.9,134.5,135.25,49853
13/05/2013,139.05,139.45,136,136.4,51033
10/05/2013,138.7,140.5,136,136.8,68049
09/05/2013,139.45,140.7,135.5,138.15,98123
08/05/2013,139.3,140.25,138.1,138.45,43959
07/05/2013,139.1,140.4,139,139.25,69762
06/05/2013,140,140.25,138.7,139.65,29467
03/05/2013,140,142,139.1,139.5,36169
02/05/2013,140.1,142,140.1,140.9,51156
30/04/2013,141.7,144,141,141.4,23788
29/04/2013,145.7,145.7,141.25,142.2,29999
26/04/2013,145.55,147.4,141.3,142.5,35341
25/04/2013,144,148.8,143.55,146.55,133563
23/04/2013,142.5,145.45,141.1,143.6,78378
22/04/2013,141.25,143,140.75,142.5,35849
18/04/2013,142,143.15,140.35,140.85,36952
17/04/2013,142.25,146.7,141.6,142.5,130827
16/04/2013,137.1,142,137.1,140.05,55880
15/04/2013,138,139.4,137.55,138.3,26394
12/04/2013,138.25,141,137.1,138.75,43596
11/04/2013,141.8,142.95,138.5,139.6,22486
10/04/2013,139.5,142.75,138.05,140.3,42535
09/04/2013,144.75,144.8,139.05,139.6,50484
08/04/2013,142.45,145.8,141.5,143.6,52371
05/04/2013,141.75,142.8,139.75,141,30520
04/04/2013,144.2,144.45,140.3,141.75,42486
03/04/2013,148.45,151.25,140.05,145.65,286345
02/04/2013,139,149.5,139,148.05,195169
01/04/2013,136.65,141.9,136.65,140.15,99389
28/03/2013,143.95,147.6,135.6,138.15,118205
26/03/2013,148.35,148.35,142.5,143.95,57277
25/03/2013,151.55,154.35,146.15,147.85,52516
22/03/2013,155.65,155.65,148.5,150.8,58036
21/03/2013,160.2,160.7,152.7,155.65,61362
20/03/2013,161.35,162.8,158,159.7,34361
19/03/2013,167.7,167.95,162.5,163,22956
18/03/2013,166.3,167.5,164,166.3,39058
15/03/2013,165.05,168,161.5,166.3,70459
14/03/2013,166.75,167,164,164.35,37935
13/03/2013,165.55,167.8,164.5,166.05,83242
12/03/2013,169.5,172.85,164.2,165.5,77881
11/03/2013,169.9,170.95,167.5,169.3,32361
08/03/2013,169.65,174.05,168,169,554524
07/03/2013,170,171.9,167.55,168.35,28427
06/03/2013,168.2,170.9,167.2,170,671736
05/03/2013,167.7,170,166.5,167.85,28134
04/03/2013,166.75,171.7,162.1,169.75,63945
01/03/2013,163,169.95,162.05,167.65,52580
28/02/2013,170,171.7,161.5,163.55,38461
27/02/2013,169.85,171.4,165.5,168.05,197594
26/02/2013,175.75,175.75,167,168.85,121045
25/02/2013,174.85,177.9,172.1,175.05,59651
22/02/2013,174.3,178.25,173.1,174.9,194010
21/02/2013,173.7,180.5,171.05,174.1,294355
20/02/2013,173.4,176.95,173.4,174.8,53942
19/02/2013,170,175.8,170,175.05,93737
18/02/2013,168.15,170.75,167.85,170.1,70124
15/02/2013,166,169.7,165.95,168.25,85216
14/02/2013,167.75,168.85,164.5,167.55,127008
13/02/2013,168.55,169.7,165.6,166.8,96845
12/02/2013,171,171,166.05,167.55,33970
11/02/2013,169.65,171.7,167.85,168.45,61703
08/02/2013,170.6,170.9,166.55,168,77261
07/02/2013,171.85,173.9,168.6,169.35,58557
06/02/2013,174.25,174.25,171,171.95,49009
05/02/2013,171.9,172,168.2,171.1,41711
04/02/2013,172.4,174.65,171,172.05,68936
01/02/2013,169.45,173.65,168,172.85,121873
31/01/2013,167.7,170,166.05,168.3,635302
30/01/2013,170.9,170.95,166.8,167.55,48065
29/01/2013,172.8,173,166.5,169.75,126502
28/01/2013,174.05,177.9,173,174,74443
25/01/2013,171.55,176.5,171.55,174.05,67358
24/01/2013,174.9,175.3,171.05,173.4,55732
23/01/2013,178.95,178.95,173.8,174.85,953031
22/01/2013,181.65,182.75,177.2,177.7,2120972
21/01/2013,180.95,183.35,176.8,181.6,107266
18/01/2013,179.55,184.7,177.95,178.7,2976597
17/01/2013,179.55,181.9,176.2,178.65,50296
16/01/2013,180.05,181.9,178.2,179.6,97289
15/01/2013,184.4,184.65,179.3,179.95,73579
14/01/2013,179.4,184,175.1,182.95,103151
11/01/2013,180.35,181.85,176.4,177.05,86683
10/01/2013,186.3,187.25,175.55,179.55,277939
09/01/2013,189,190.55,183,185.4,103603
08/01/2013,186.15,190.85,184.5,187.9,229587
07/01/2013,189.9,189.95,184.45,185.3,189898
04/01/2013,191.7,191.7,187.8,188.7,176524
03/01/2013,192.95,195.45,189.3,190.85,134812
02/01/2013,199.9,199.9,190,191.25,166815
