Date,LUPIN-EQ O,LUPIN-EQ H,LUPIN-EQ L,LUPIN-EQ C,LUPIN-EQ V
16/01/2017,1498.95,1513,1493.05,1509.15,372811
13/01/2017,1500,1507.95,1487.1,1496.25,397553
12/01/2017,1495,1521,1485.1,1491,859263
11/01/2017,1492.5,1525.5,1492.5,1521.75,747080
10/01/2017,1490,1501.9,1483.4,1488.5,633637
09/01/2017,1511,1520.1,1486.5,1489.5,443260
06/01/2017,1513.25,1527.8,1506,1512.05,442853
05/01/2017,1499.9,1518,1486.7,1512.1,663374
04/01/2017,1505.9,1510.75,1485,1489,650696
03/01/2017,1514.95,1514.95,1492.1,1505.5,575773
02/01/2017,1488,1510,1476.2,1505.75,432507
30/12/2016,1470,1489.95,1470,1486.95,427683
29/12/2016,1464,1470.3,1451.05,1467.85,487712
28/12/2016,1450,1468.6,1447.3,1454.35,582828
27/12/2016,1404.95,1452.5,1404,1446.1,841430
26/12/2016,1445,1463.35,1397.3,1402.95,877985
23/12/2016,1447.95,1460,1440,1445.8,488669
22/12/2016,1465.1,1469.8,1442,1447.4,542888
21/12/2016,1459,1476,1445,1465.15,595663
20/12/2016,1485,1487.65,1446,1449.25,685374
19/12/2016,1467.4,1494,1460.8,1474.3,569313
16/12/2016,1484,1485,1461,1469.4,625008
15/12/2016,1479,1489.95,1470,1480.4,626694
14/12/2016,1497.95,1503.95,1482,1486.95,363044
13/12/2016,1507,1508.8,1476.25,1494.3,660269
12/12/2016,1506,1524.75,1498.55,1503.5,396052
09/12/2016,1526,1527.95,1501.5,1511.55,444998
08/12/2016,1516.4,1527.8,1505,1524.5,516109
07/12/2016,1535,1545,1501.25,1504.75,777319
06/12/2016,1546.9,1548,1523.05,1527.1,656919
05/12/2016,1500,1540,1495.2,1535.85,1257617
02/12/2016,1512.7,1514,1485.75,1489.1,602938
01/12/2016,1505,1538,1499,1512.7,1016348
30/11/2016,1530,1547.1,1497.4,1504.85,1689417
29/11/2016,1499.9,1523,1486.45,1518.15,768031
28/11/2016,1515,1517.9,1484,1509.2,811169
25/11/2016,1470,1518.8,1445.6,1508.65,1241157
24/11/2016,1470,1494.25,1452.4,1458.5,1575834
23/11/2016,1424,1496,1415.05,1486.9,2141284
22/11/2016,1408,1417,1402.55,1412.85,949507
21/11/2016,1434.25,1435,1390.85,1398.25,921267
18/11/2016,1414,1425.5,1408.1,1417.75,649572
17/11/2016,1406.6,1438,1402.65,1413.5,907967
16/11/2016,1450.7,1454.85,1390.65,1407.05,1493431
15/11/2016,1460,1466.15,1428.65,1440.95,1037950
11/11/2016,1496.85,1496.85,1452.35,1458.8,834760
10/11/2016,1546.9,1550,1490,1493.9,2567989
09/11/2016,1432,1565,1382.6,1529.65,3320746
08/11/2016,1530,1547.2,1495,1507.6,1318755
07/11/2016,1523,1535,1488.9,1518.6,4220594
04/11/2016,1453.15,1472,1393,1420.9,2119494
03/11/2016,1488.6,1501,1464.7,1470.4,829710
02/11/2016,1510,1524.45,1488.15,1492.55,633638
01/11/2016,1532,1544,1503.55,1508.35,800647
30/10/2016,1499.95,1526.3,1498,1518.2,282601
28/10/2016,1487,1504.95,1482.95,1488.35,531996
27/10/2016,1508,1508,1472,1480.35,591055
26/10/2016,1525.5,1538.9,1500,1507.3,483604
25/10/2016,1532,1544,1520.55,1526.25,574243
24/10/2016,1512.65,1539.6,1499.15,1528.4,905293
21/10/2016,1507.5,1518.45,1492.25,1500.1,345777
20/10/2016,1518,1521.45,1501,1505.85,460284
19/10/2016,1488,1518.5,1486.2,1512.7,762863
18/10/2016,1450,1488,1450,1481.15,1488996
17/10/2016,1468.7,1475,1442.1,1446.05,497091
14/10/2016,1489.95,1489.95,1450.2,1464.7,1162063
13/10/2016,1509.2,1516.5,1474.6,1479.25,1120826
10/10/2016,1505.05,1524.9,1499.55,1520.2,509938
07/10/2016,1487.35,1505,1485,1500.15,1410496
06/10/2016,1504,1504,1479,1486.9,551910
05/10/2016,1489.1,1502.9,1484.5,1492.4,393733
04/10/2016,1504,1508,1481.1,1488.45,516358
03/10/2016,1486.25,1506.6,1484.55,1493.55,573882
30/09/2016,1468.7,1489.5,1458.8,1486.25,860417
29/09/2016,1531.8,1531.8,1455,1468.3,1473552
28/09/2016,1512.2,1528.75,1509.05,1517.65,976182
27/09/2016,1503,1519,1495.3,1512.2,1096606
26/09/2016,1497,1502.9,1465.1,1494.5,1632257
23/09/2016,1528.95,1529.8,1484,1489.45,1883166
22/09/2016,1560,1560.2,1515.75,1528.65,1230280
21/09/2016,1553,1559.8,1538.7,1545.75,623879
20/09/2016,1535.8,1561.8,1535.1,1548.25,668059
19/09/2016,1531.4,1557.9,1530,1547.4,652749
16/09/2016,1543.95,1555.2,1528,1537.35,935307
15/09/2016,1532,1555.5,1530,1546.65,558667
14/09/2016,1543,1549.45,1523,1532.2,560365
12/09/2016,1555,1561.8,1527.5,1533.4,492173
09/09/2016,1583.75,1587.9,1564.2,1569.55,874115
08/09/2016,1545,1588.4,1538.15,1582.05,1029854
07/09/2016,1550,1552,1537.9,1543.4,595016
06/09/2016,1525,1539,1515,1535.45,894622
02/09/2016,1509.9,1525,1504.5,1518.05,1028961
01/09/2016,1482.2,1511.3,1481.2,1501.75,849359
31/08/2016,1508.7,1531,1478.55,1482.2,1489112
30/08/2016,1480,1512,1480,1508.7,835375
29/08/2016,1512,1512,1470.7,1479.85,1262694
26/08/2016,1535,1540.05,1510,1512.1,927460
25/08/2016,1529,1534.5,1507.05,1522.15,1912866
24/08/2016,1545,1551.15,1506,1521.7,1483246
23/08/2016,1535,1558.6,1530,1555.9,1191811
22/08/2016,1564,1567.95,1540,1544.45,920241
19/08/2016,1599.9,1602,1569,1576.05,445050
18/08/2016,1600,1607.95,1585.2,1588.4,605628
17/08/2016,1592,1605,1572.05,1594.5,783772
16/08/2016,1597,1599.9,1577.05,1591.05,890909
12/08/2016,1590.5,1595,1572,1581.95,996548
11/08/2016,1560.4,1585.7,1551.05,1580.5,2287754
10/08/2016,1600,1606.95,1540,1544.4,3599720
09/08/2016,1708.95,1728.25,1598,1607.25,7455908
08/08/2016,1687,1712,1673.4,1693.3,648977
05/08/2016,1665.5,1694,1661.55,1674.65,589782
04/08/2016,1670,1678.65,1642,1657.65,947868
03/08/2016,1713.95,1718.4,1673.6,1679.85,820971
02/08/2016,1741,1745,1697,1701.95,620695
01/08/2016,1743,1747.9,1705.75,1724.35,987009
29/07/2016,1706,1750,1703.8,1739.85,689102
28/07/2016,1735,1743,1696.8,1704.95,840430
27/07/2016,1696.3,1740,1668.8,1719.4,1857306
26/07/2016,1712.2,1715.15,1694.05,1699.85,1442774
25/07/2016,1708.7,1724.5,1699.5,1722.2,730291
22/07/2016,1691.75,1704.9,1678.25,1701.25,520314
21/07/2016,1729.8,1736.7,1681.9,1686.55,1531978
20/07/2016,1705,1724,1693.55,1715.15,1228199
19/07/2016,1664.9,1701.8,1662,1693.9,810759
18/07/2016,1670.15,1689.5,1660.45,1665.2,627514
15/07/2016,1658.55,1687.95,1650.5,1670.15,822563
14/07/2016,1650,1664,1640.3,1661.05,482010
13/07/2016,1680,1685,1643,1648.45,848201
12/07/2016,1668.5,1684,1661.85,1673.75,717944
11/07/2016,1654.8,1673.9,1650,1669.1,800532
08/07/2016,1701,1712.3,1622.75,1639.15,3341870
07/07/2016,1557,1698,1550.6,1655.75,1941050
05/07/2016,1570.1,1571.45,1548.5,1562.9,412780
04/07/2016,1564.2,1575,1555.1,1568.95,757648
01/07/2016,1545,1558.95,1542.05,1552.85,514431
30/06/2016,1548,1554,1532,1539.7,1024791
29/06/2016,1555,1558.7,1524.35,1532.9,910521
28/06/2016,1475,1548.55,1475,1544.7,1927170
27/06/2016,1470,1488.8,1461,1479.15,857039
24/06/2016,1460.3,1470.65,1435,1462.9,969412
23/06/2016,1469.8,1494.8,1467.25,1485.7,1524774
22/06/2016,1452.3,1467,1446,1461.9,999040
21/06/2016,1475,1475,1445,1449.65,546544
20/06/2016,1461,1475.85,1445.55,1462,646439
17/06/2016,1477,1477,1456,1464,549107
16/06/2016,1467,1473,1450.95,1466.2,747330
15/06/2016,1465.7,1465.7,1445.4,1463,560727
14/06/2016,1460,1462.25,1445.1,1450.9,498431
13/06/2016,1437,1463.75,1430.2,1452.55,1073088
10/06/2016,1423.45,1455,1423.45,1437.45,1096107
09/06/2016,1411.1,1440,1397.4,1427.2,2025083
08/06/2016,1436.25,1442,1419.65,1430.8,1084830
07/06/2016,1406,1443.95,1395,1434.85,2157157
06/06/2016,1465,1465,1414.35,1419.35,1899200
03/06/2016,1475.35,1482.85,1446,1450.1,1691266
02/06/2016,1480,1494.9,1465,1475.35,1736436
01/06/2016,1479.65,1500,1478,1490.25,1880118
31/05/2016,1470.9,1495,1463.45,1474.75,2522011
30/05/2016,1489.95,1493.7,1454.1,1467.85,1365114
27/05/2016,1489,1535.45,1475.05,1480.1,3122857
26/05/2016,1487.8,1487.8,1462,1469.95,1573541
25/05/2016,1481,1495,1468.25,1472.35,862728
24/05/2016,1460,1504.25,1443.3,1465.15,2421523
23/05/2016,1521.5,1526.5,1451,1465.05,2351450
20/05/2016,1618,1618,1497.5,1504.8,4490960
19/05/2016,1654,1689,1636.35,1655.45,3518163
18/05/2016,1609.5,1646,1602.05,1638.15,892492
17/05/2016,1614,1624.85,1602.45,1613,539135
16/05/2016,1595,1611.2,1571.3,1603.85,809752
13/05/2016,1606,1616.95,1585,1588.7,633055
12/05/2016,1601,1623.85,1596.05,1616.45,333710
11/05/2016,1600,1611.5,1591,1593.55,752825
10/05/2016,1608.95,1620,1598,1614.7,466392
09/05/2016,1599,1610,1592.6,1605.4,345726
06/05/2016,1609.3,1609.3,1578.5,1586.85,399928
05/05/2016,1594.75,1613.5,1586.25,1603.6,693119
04/05/2016,1564.25,1591,1560,1577.75,577618
03/05/2016,1620.1,1632,1565.35,1575.6,1270045
02/05/2016,1616,1626.5,1603.05,1619.05,748702
29/04/2016,1580.9,1617.85,1568.6,1607.25,1849743
28/04/2016,1566.05,1585,1560.2,1576.3,1791123
27/04/2016,1566.2,1580,1553,1569.9,717219
26/04/2016,1539,1585,1526.5,1579.15,933431
25/04/2016,1556.3,1557,1535.5,1542.7,500655
22/04/2016,1550,1569,1540.3,1558,614108
21/04/2016,1580,1580.65,1552.35,1561,616382
20/04/2016,1589,1590,1555.4,1572.6,1762008
18/04/2016,1543.7,1598.7,1543.7,1575,2312824
13/04/2016,1541.05,1568.7,1536.85,1548.9,1661309
12/04/2016,1523,1544.4,1523,1535.95,937807
11/04/2016,1548.25,1549,1501,1518.75,977906
08/04/2016,1500,1554.8,1500,1540.1,2848397
07/04/2016,1496,1522.3,1487.35,1509.75,3338512
06/04/2016,1466.6,1493,1464,1485.1,1248298
05/04/2016,1465,1478.95,1446.15,1463.7,2776014
04/04/2016,1475,1475,1435,1461.15,1786402
01/04/2016,1475.9,1484,1451.25,1464.85,2301141
31/03/2016,1492,1502.45,1471,1479.25,3507744
30/03/2016,1445,1490,1418.75,1475.3,6901864
29/03/2016,1490,1491.95,1280,1401.55,18885690
28/03/2016,1548,1548,1490,1495.1,3046721
23/03/2016,1558.95,1558.95,1518,1524.15,1764210
22/03/2016,1540.8,1564.8,1536,1549.05,3118852
21/03/2016,1572,1572,1501.1,1535.2,6606156
18/03/2016,1668,1668.8,1535,1554.4,7863541
17/03/2016,1762.7,1766.3,1665.1,1674.3,3308895
16/03/2016,1732,1753.9,1696.3,1750.2,2061285
15/03/2016,1799,1799,1716,1722.9,3200644
14/03/2016,1860,1874.6,1851.15,1869.2,516821
11/03/2016,1830,1863,1812,1856.15,1157688
10/03/2016,1830,1832,1797.5,1820.95,787040
09/03/2016,1828.95,1845,1816.5,1823.5,1022875
08/03/2016,1782.1,1835,1760.5,1824.7,1428776
04/03/2016,1793.75,1795,1770,1780.2,563192
03/03/2016,1796,1812,1765.55,1784,781299
02/03/2016,1776,1819,1760,1781.9,947824
01/03/2016,1760,1782,1735.1,1761.5,728941
29/02/2016,1742.8,1775,1695,1754.55,837151
26/02/2016,1775.1,1786,1718.05,1726.75,858284
25/02/2016,1766,1798.2,1741.5,1760.1,963494
24/02/2016,1773.7,1780,1737.9,1761.4,622081
23/02/2016,1820,1820.1,1764,1778.2,589204
22/02/2016,1785,1817.55,1781,1810.55,699778
19/02/2016,1773.5,1803,1741.6,1788.95,869657
18/02/2016,1745,1784.7,1732,1776.75,827772
17/02/2016,1762,1767.1,1693.2,1730.4,1581559
16/02/2016,1795.1,1813,1746.4,1750.45,1086368
15/02/2016,1780,1837.3,1775.75,1798.45,1038639
12/02/2016,1810,1810,1725.15,1756.3,970447
11/02/2016,1845,1874.8,1784,1791.15,1234514
10/02/2016,1886.3,1905,1842.5,1852.95,1958089
09/02/2016,1791,1911.9,1791,1905.65,2477694
08/02/2016,1815,1849,1781.05,1820.9,1698987
05/02/2016,1652,1817,1603,1802.85,4292391
04/02/2016,1700,1719.9,1617.1,1652.8,1417537
03/02/2016,1700,1713.75,1682.15,1698.85,557219
02/02/2016,1703,1734.6,1700,1705.8,958341
01/02/2016,1750,1756.45,1698,1702.55,1223746
29/01/2016,1696.25,1721.15,1691.4,1710.75,1027807
28/01/2016,1681.05,1720,1680,1706.35,1004150
27/01/2016,1714.95,1725,1660,1689.15,845275
25/01/2016,1731,1737.4,1697,1699.05,473393
22/01/2016,1695,1728,1691.45,1721.25,420067
21/01/2016,1703,1705,1679,1685.9,960734
20/01/2016,1687,1720,1680,1691.05,783776
19/01/2016,1706,1724.9,1695,1699.75,505883
18/01/2016,1695.05,1734.6,1680,1702.55,955512
15/01/2016,1718,1725,1695,1701.1,732532
14/01/2016,1650,1725,1636,1717.5,1433275
13/01/2016,1715,1721.05,1646.2,1666.15,979010
12/01/2016,1704,1718.5,1692,1700.1,1323629
11/01/2016,1707.8,1715,1690.05,1700.95,597256
08/01/2016,1722.4,1746.35,1702.75,1712.85,752161
07/01/2016,1749.95,1769.9,1708.4,1717.5,780329
06/01/2016,1775,1786.55,1741.5,1753.2,628135
05/01/2016,1813.3,1813.3,1773,1783.05,873308
04/01/2016,1830,1837.85,1786.4,1795.15,649115
01/01/2016,1836.1,1859,1832.2,1845.25,238463
31/12/2015,1837,1845.2,1818,1837.25,893244
30/12/2015,1848.6,1850,1831,1836.5,335431
29/12/2015,1860,1865,1835.55,1846.75,636219
28/12/2015,1805,1848,1805,1840.95,680000
24/12/2015,1822.05,1822.05,1800.2,1803.9,295092
23/12/2015,1801.1,1813,1792,1804.8,472162
22/12/2015,1800,1807.95,1781,1785.2,393457
21/12/2015,1784,1813,1782.1,1801.7,423456
18/12/2015,1805.6,1835,1780,1784.4,1127533
17/12/2015,1835,1846.6,1796,1822.5,1319749
16/12/2015,1801,1835,1794,1828.8,987172
15/12/2015,1742.1,1797.7,1742.1,1792.9,665220
14/12/2015,1730,1758.45,1722.5,1747.85,565502
11/12/2015,1727,1770,1726.05,1740.15,1067350
10/12/2015,1763.5,1763.5,1688.5,1733.8,1715942
09/12/2015,1804.35,1815,1747.75,1759.95,916636
08/12/2015,1825,1827.9,1800,1804.35,584132
07/12/2015,1822,1836,1808,1831.65,511541
04/12/2015,1815,1836,1796.5,1804.75,953977
03/12/2015,1870,1870,1817.25,1821.65,860554
02/12/2015,1819.95,1879,1812.85,1870.8,878243
01/12/2015,1800,1817.9,1792.8,1811.55,477542
30/11/2015,1807,1819.95,1783,1786.95,1461767
27/11/2015,1850.15,1852.9,1805.3,1812.7,699849
26/11/2015,1863.1,1864.4,1831.8,1836.15,858019
24/11/2015,1842.6,1868,1828.35,1860.9,834864
23/11/2015,1817,1845,1810.1,1842.6,477851
20/11/2015,1807,1827.5,1790.5,1814.5,430279
19/11/2015,1790.1,1820,1759.6,1807.55,633380
18/11/2015,1793,1815.25,1772.5,1783.05,647838
17/11/2015,1825,1833.75,1790.85,1799.5,712453
16/11/2015,1788,1826.9,1761,1809.1,765419
13/11/2015,1774.85,1796.4,1760,1777.8,1358843
11/11/2015,1814,1817.2,1792.6,1801.85,85572
10/11/2015,1860,1870.9,1774.95,1790.4,782457
09/11/2015,1829,1883.7,1811.1,1868.7,732452
06/11/2015,1834,1870,1812.05,1857.85,815336
05/11/2015,1856.4,1856.4,1833.5,1838.25,660862
04/11/2015,1894,1894,1851,1857.15,1364087
03/11/2015,1910,1910.95,1865,1874.55,1430773
02/11/2015,1928.9,1935.2,1868,1899.6,777056
30/10/2015,1924,1944.45,1911.1,1928.9,692739
29/10/2015,1919.3,1935.75,1906.4,1920.25,1290089
28/10/2015,1933.75,1948,1885,1910.4,2460613
27/10/2015,1990,2025,1932,1945.65,3070580
26/10/2015,2082.3,2096.85,2031.8,2051.6,1418942
23/10/2015,2086,2097.44,2071.6,2079.3,700151
21/10/2015,2079.94,2084.44,2060,2063.4,495424
20/10/2015,2100,2104,2058,2075.6,1709316
19/10/2015,2060,2099,2056.1,2073,669471
16/10/2015,2095,2097.65,2035.2,2055.3,850628
15/10/2015,2070,2112,2068.65,2099.1,1115230
14/10/2015,2028.25,2077.9,2025.85,2066.85,968369
13/10/2015,2006,2042,2005,2028.25,974159
12/10/2015,2064.65,2072,2001.7,2009.8,670625
09/10/2015,2050.9,2070,2050.9,2055.6,783715
08/10/2015,2080,2080.65,2027.1,2044.4,891794
07/10/2015,2078,2102,2056.8,2065.65,734381
06/10/2015,2092,2129,2063.55,2073.4,887118
05/10/2015,2113.5,2123.8,2077.3,2082.65,897220
01/10/2015,2059.94,2128,2034,2108.85,2749646
30/09/2015,2046.95,2055,2020,2034,1267574
29/09/2015,2000.7,2038.3,1963.3,2015.25,1770861
28/09/2015,2000,2067.75,1986.65,2034.15,1832418
24/09/2015,1945,2002.8,1941.15,1990.35,2633607
23/09/2015,1856.1,1933.3,1827.35,1922.05,1124486
22/09/2015,1891,1899,1862.85,1871.6,650048
21/09/2015,1876.5,1903,1870.35,1880.4,637352
18/09/2015,1875,1910,1866,1898.85,1522927
16/09/2015,1846,1863.4,1833.15,1845.75,465186
15/09/2015,1840,1857.65,1824.3,1832.35,490311
14/09/2015,1820,1845.9,1785,1840.25,552865
11/09/2015,1825,1839.85,1800.6,1810,514651
10/09/2015,1817.2,1829.9,1785.1,1818.2,712219
09/09/2015,1845.05,1875,1817,1836.1,744403
08/09/2015,1810.1,1839.4,1755.75,1820.7,905108
07/09/2015,1876,1877,1798.55,1804.9,718432
04/09/2015,1876,1894.45,1840.3,1859.6,1962214
03/09/2015,1893,1894.5,1850,1862.35,1015991
02/09/2015,1884.9,1908.8,1870,1880.4,1207023
01/09/2015,1910,1924.95,1851,1860.5,1202890
31/08/2015,1875,1945,1862,1935.55,1830506
28/08/2015,1925,1935.25,1838,1860.85,1513446
27/08/2015,1860,1911.45,1835,1899.85,1631204
26/08/2015,1838,1895,1800,1810.4,1920778
25/08/2015,1802.3,1857.6,1715.1,1828.55,1993449
24/08/2015,1810,1863,1783.1,1803.65,1468467
21/08/2015,1888.9,1919.35,1852.65,1877.8,1366891
20/08/2015,1813,1942.6,1813,1890.55,3332613
19/08/2015,1758.5,1807.15,1753.15,1795.4,770194
18/08/2015,1806.5,1811,1746.55,1751.05,1178580
17/08/2015,1804.95,1807.8,1761,1796.9,797037
14/08/2015,1777,1798,1768.95,1793.45,1634036
13/08/2015,1730,1773.8,1716.4,1758.1,1226673
12/08/2015,1698,1734.95,1682.6,1722.15,1272336
11/08/2015,1699.9,1710,1680.45,1698.15,586987
10/08/2015,1704.95,1725,1685,1695.95,678486
07/08/2015,1710,1710,1682.5,1694.4,630482
06/08/2015,1690,1716.9,1683.45,1705.6,1080101
05/08/2015,1651,1685,1645.15,1680.4,1020643
04/08/2015,1670,1675.35,1634.1,1640.5,1327419
03/08/2015,1700,1711,1658.65,1664,738391
31/07/2015,1636.95,1707.7,1628.8,1696.7,1663420
30/07/2015,1649.95,1657.85,1621,1626.85,1562925
29/07/2015,1613,1644.8,1590.05,1640.1,1992583
28/07/2015,1636,1642,1597.2,1609.35,2565568
27/07/2015,1684.9,1689.95,1602.75,1617.55,3030464
24/07/2015,1735,1750.75,1657,1672.1,3491061
23/07/2015,1835.7,1835.7,1711.15,1728.25,4976913
22/07/2015,1885,1911.5,1817,1823.95,1701329
21/07/2015,1970,1970,1875.8,1885.3,993409
20/07/2015,1973.5,1983.5,1963.9,1978.25,467407
17/07/2015,1967,1983,1960,1973,630710
16/07/2015,1951,1960,1937.6,1954.8,598434
15/07/2015,1928,1948,1920,1942.95,639158
14/07/2015,1885,1920.55,1880.05,1916.3,795631
13/07/2015,1890,1895,1865.15,1889.3,696911
10/07/2015,1888.1,1894.95,1852.7,1871.15,803852
09/07/2015,1880,1905.35,1880,1886.15,379705
08/07/2015,1875.05,1908.75,1862.6,1877.65,964138
07/07/2015,1924,1926,1886.5,1908.4,807610
06/07/2015,1800,1923.3,1800,1918.5,790815
03/07/2015,1898,1917,1892.35,1900.95,877924
02/07/2015,1894,1899,1861.3,1870.15,872219
01/07/2015,1893,1918.55,1870,1874.6,871195
30/06/2015,1837,1898,1830.1,1886.05,1120131
29/06/2015,1821.4,1844.85,1800.3,1832.25,600991
26/06/2015,1825,1852,1820,1841.6,585292
25/06/2015,1810.9,1845,1805.1,1832,1148288
24/06/2015,1775,1816,1771.25,1805.2,1146311
23/06/2015,1810.8,1815.95,1765.1,1771.25,742138
22/06/2015,1830.95,1850.75,1801.5,1806.2,905124
19/06/2015,1808.75,1822.5,1777.1,1816.8,898473
18/06/2015,1730.1,1811,1727.15,1794.85,1016241
17/06/2015,1707.95,1744,1695,1731.7,1108511
16/06/2015,1715,1727.9,1675,1691.65,872551
15/06/2015,1732,1734.4,1701,1711.85,582427
12/06/2015,1714,1728.5,1692.1,1721.6,676602
11/06/2015,1762,1771,1698.3,1705.65,1078216
10/06/2015,1773.75,1789.6,1751.8,1756,589749
09/06/2015,1770,1782.4,1741,1770.05,1242611
08/06/2015,1790,1793.1,1764.1,1779.2,602880
05/06/2015,1759.5,1784.45,1750.2,1776.6,886478
04/06/2015,1804,1813.75,1728,1749.7,1238375
03/06/2015,1800.75,1819.4,1767.1,1794.9,906416
02/06/2015,1799.95,1826.4,1794,1800.75,1714073
01/06/2015,1778,1815.75,1771.1,1792.05,1574696
29/05/2015,1749.9,1854.9,1727.3,1833.25,24029112
28/05/2015,1759.4,1766.6,1712,1744.75,2680677
27/05/2015,1748.8,1773,1730,1752.1,1980405
26/05/2015,1769.95,1797.8,1742.1,1751.8,3313608
25/05/2015,1749.6,1780,1735.1,1753,2194758
22/05/2015,1718.55,1743.95,1701.45,1735.2,1284351
21/05/2015,1727.4,1731.15,1699,1709.1,1313406
20/05/2015,1734,1746.9,1706.1,1721.15,1702941
19/05/2015,1739,1741,1696.1,1723.3,1741536
18/05/2015,1699.4,1746,1696,1732.55,1973158
15/05/2015,1644.5,1695.8,1636,1684.25,2643591
14/05/2015,1654,1654,1588.25,1631.95,4569440
13/05/2015,1770,1804.95,1678.5,1689.5,5146183
12/05/2015,1770,1771.9,1736,1748.25,986165
11/05/2015,1764.95,1788.9,1730,1769.9,1358706
08/05/2015,1747,1786.9,1741,1770.35,879493
07/05/2015,1760,1760,1691.1,1741,1339758
06/05/2015,1808,1818,1738.3,1754.85,1454710
05/05/2015,1810,1829.7,1795.3,1811.75,742863
04/05/2015,1781.4,1823.9,1777,1814.85,1013954
30/04/2015,1749.8,1785,1730,1772.55,1877832
29/04/2015,1707.15,1768,1707.15,1744.1,977628
28/04/2015,1716.5,1740,1687.65,1721.75,1110899
27/04/2015,1768.9,1769,1683.05,1723.15,1130545
24/04/2015,1735,1777,1712.15,1757.15,1336141
23/04/2015,1760.3,1779.95,1721.55,1725.85,1467466
22/04/2015,1768,1777,1734,1750.5,1854083
21/04/2015,1774,1802,1721,1759.65,1529639
20/04/2015,1776.6,1819.5,1750,1786.95,2341241
17/04/2015,1898.2,1898.2,1739.55,1770.05,4494033
16/04/2015,1944,1944,1862.85,1900.5,1899659
15/04/2015,1994.5,1998,1929,1951.45,1848462
13/04/2015,1973.9,1992.8,1965,1981.5,1082692
10/04/2015,2025.1,2025.8,1958.3,1964.2,2428315
09/04/2015,2090,2090,2004.45,2015.75,1552419
08/04/2015,2114.9,2115,2066.9,2082.1,1004484
07/04/2015,2100,2109.6,2059.75,2091.6,907918
06/04/2015,2039.65,2095,2039,2088.25,876067
01/04/2015,2008,2044.9,2004.05,2037.5,765868
31/03/2015,2010.75,2028.8,1994.45,2008.4,872470
30/03/2015,1979,2012.6,1960,1999,1045647
27/03/2015,1975,1988.5,1948,1954.8,1491483
26/03/2015,1990,2013.5,1953.25,1972.95,1844899
25/03/2015,2031.3,2036.95,1987,2008.9,1903474
24/03/2015,1931,2025,1923.35,2007.9,1531299
23/03/2015,1912,1936.9,1895,1921.5,790809
20/03/2015,1934,1955.85,1884.9,1906.3,2981480
19/03/2015,1900.1,1959.35,1882.6,1921.65,1675344
18/03/2015,1884.9,1898,1866.3,1873.4,694160
17/03/2015,1874.8,1894,1865.15,1876.65,631130
16/03/2015,1880,1894,1861,1864.55,817248
13/03/2015,1888,1905.95,1865.5,1877.35,927786
12/03/2015,1875,1889.85,1860,1883.35,980143
11/03/2015,1904.4,1905,1859.9,1872,939918
10/03/2015,1884.4,1917.3,1870,1898.4,1443134
09/03/2015,1836.7,1879.8,1830,1869.5,1055203
